DataType=double
version=3
OpenSimVersion=4.2
endheader
time,L.Acceleration_x,L.Acceleration_y,L.Acceleration_z,L.AngularRate_x,L.AngularRate_y,L.AngularRate_z,L.CoP_x,L.CoP_y,L.Pressure_1,L.Pressure_2,L.Pressure_3,L.Pressure_4,L.Pressure_5,L.Pressure_6,L.Pressure_7,L.Pressure_8,L.Pressure_9,L.Pressure_10,L.Pressure_11,L.Pressure_12,L.Pressure_13,L.Pressure_14,L.Pressure_15,L.Pressure_16,L.TotalForce,R.Acceleration_x,R.Acceleration_y,R.Acceleration_z,R.AngularRate_x,R.AngularRate_y,R.AngularRate_z,R.CoP_x,R.CoP_y,R.Pressure_1,R.Pressure_2,R.Pressure_3,R.Pressure_4,R.Pressure_5,R.Pressure_6,R.Pressure_7,R.Pressure_8,R.Pressure_9,R.Pressure_10,R.Pressure_11,R.Pressure_12,R.Pressure_13,R.Pressure_14,R.Pressure_15,R.Pressure_16,R.TotalForce
-4.895554542541504,-0.18,0.05,0.99,4.69,3.15,0.84,-0.014916,-0.01513,6,7.25,3.25,7.25,2,8.5,1,7.5,1.5,1.25,3,4.5,6,3,2,2.25,651,0.08,-0.22,1.14,-79.59,24.22,198.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.86355447769165,-0.18,0.05,0.99,4.69,3.15,0.84,-0.014916,-0.01513,6,7.25,3.25,7.25,2,8.5,1,7.5,1.5,1.25,3,4.5,6,3,2,2.25,651,0.08,-0.22,1.14,-79.59,24.22,198.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.832554340362549,-0.18,0.05,1.01,6.3,2.31,0.35,-0.019888,-0.01602,6,8,3.25,7.75,1.75,9,0.5,7.5,1,1.25,2.5,4,5.5,3,1.5,1.75,630,0.2,0.1,1.19,-66.84999999999999,-53.62,257.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.810554504394531,-0.18,0.06,0.99,8.4,2.31,0.49,-0.02486,-0.01602,6.5,8.75,3,8.25,1.75,8.75,0.5,7.25,0.75,1,2,3.5,5.5,2.75,1.25,1.5,617,-0.27,0.26,0.92,-61.04,-66.56999999999999,277.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.786554336547852,-0.18,0.07000000000000001,0.99,13.3,1.68,0.63,-0.032318,-0.01602,7.25,9.75,2.5,8.75,1.5,8.5,0.25,7,0.5,0.75,1.5,3,5,2.25,1,1,593,-0.48,0.35,0.84,-56.42,-52.71,297.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.763554334640503,-0.18,0.07000000000000001,0.99,13.3,1.68,0.63,-0.032318,-0.01602,7.25,9.75,2.5,8.75,1.5,8.5,0.25,7,0.5,0.75,1.5,3,5,2.25,1,1,593,-0.65,0.3,0.52,-14.98,-8.050000000000001,284.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.740554332733154,-0.17,0.09,0.97,12.32,0.91,-0.84,-0.039776,-0.01602,7.75,10,2.5,8.5,1,8,0.25,6.5,0.25,0.5,1,2.25,4.5,1.75,0.75,0.75,551,-0.65,0.3,0.52,-14.98,-8.050000000000001,284.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.70855450630188,-0.17,0.07000000000000001,1.01,11.06,0.5600000000000001,-1.33,-0.039776,-0.01691,8,10,2.5,8.5,1,8,0,6.5,0,0.5,1,2.25,4.25,1.75,0.75,0.75,545,-0.5600000000000001,-0.63,1.17,48.37,-29.89,147.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.681554555892944,-0.17,0.1,1.01,18.83,-4.13,-3.08,-0.042262,-0.01602,7,8.5,1.75,7.25,0.75,6.75,0,5.5,0,0.75,0.75,1.75,3.25,1.5,0.5,0.5,456,-0.15,0.25,0.95,14.42,-21.07,17.99,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.75,0,0,11
-4.646554470062256,-0.16,0.07000000000000001,1.04,18.48,-5.88,-4.97,-0.044748,-0.01691,6,7,1.25,5.75,0.5,5.5,0,4.5,0,0.5,0.75,1.25,2.25,0.75,0.25,0.5,361,-0.19,0.03,1,-10.99,-8.82,1.19,-0.064636,-0,9,6.5,2.25,1.5,0.75,0.75,0.5,0,0,0,0,0.75,0.25,2.5,0,0,229
-4.615554332733154,-0.38,-0.6,1.23,50.96,-23.66,-109.55,-0.047234,-0.01424,3,3.25,1.25,3,0.25,2.25,0,1.75,0,0,0.5,0.75,0.75,0.5,0.25,0.25,173,-0.18,0.01,0.99,-4.55,-6.44,2.66,-0.05966399999999999,0,13.25,11.75,5.25,3.25,2.5,1,1,0.5,0.75,0,0,0.25,0.25,4.25,0.25,0,415
-4.591554403305054,-1.08,-0.28,0.88,104.23,-42.35,-276.57,-0.052206,-0.01424,2,2,1,2.25,0.25,1.25,0,1,0,0,0.25,0.5,0.5,0,0.25,0,111,-0.18,0.02,1,-1.68,-5.39,3.22,-0.05966399999999999,-0.0008899999999999999,13.75,13,5.75,5.25,2.5,1.25,1,0.25,1,0,0.25,0.25,0.25,4.25,0.5,0,463
-4.560554504394531,-1.44,0.33,0.5600000000000001,54.88,-68.53,-391.65,-0.05966399999999999,-0.0089,1,1,0.75,1,0,0.75,0,0.25,0,0,0.25,0,0,0.25,0,0,51,-0.18,0.02,0.99,-1.89,-4.27,2.8,-0.05966399999999999,-0.00178,13,12.75,5.5,5.25,3,1.5,1,0.5,1,0.25,0.25,0.5,0.5,3.75,0.5,0,465
-4.536554336547852,-1.34,0.4,0.7,-30.31,-48.93,-398.09,0,0,0.5,0.5,0.75,0.75,0,0.75,0,0,0,0,0,0.25,0,0,0,0,34,-0.18,0.02,0.99,-2.66,-3.43,2.87,-0.054692,-0.0008899999999999999,11.5,11.5,5.25,4.75,2.5,1.25,1,0.5,1.5,0.25,0.25,0.75,0,3.75,0.5,0.25,431
-4.511554479598999,-1.15,0.67,0.83,-36.12,-39.41,-400.05,0,0,0.25,0,0.5,0.5,0,0.5,0,0,0,0,0,0.25,0,0,0,0,20,-0.18,0.02,0.99,-3.22,-3.5,2.87,-0.052206,-0.00178,11,11,4.75,5.25,2.75,1.5,1,0.75,1.75,0.5,0.5,0.5,0.25,3.25,0.25,0.25,431
-4.48855447769165,-0.77,0.8,0.84,-0.28,-9.24,-361.48,0,0,0.5,0.25,0.5,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,19,-0.18,0.02,0.99,-3.22,-3.5,2.87,-0.052206,-0.00178,11,11,4.75,5.25,2.75,1.5,1,0.75,1.75,0.5,0.5,0.5,0.25,3.25,0.25,0.25,431
-4.465554475784302,-0.77,0.8,0.84,-0.28,-9.24,-361.48,0,0,0.5,0.25,0.5,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,19,-0.19,0.02,0.99,-3.43,-4.13,2.66,-0.047234,-0.00178,10.25,11.75,5.5,6,2.5,1.5,1.25,0.75,2,0.5,0.5,0.5,1,4,0.5,0.5,465
-4.44055438041687,-0.4,0.47,1.02,37.73,27.79,-258.72,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,5,-0.19,0.02,0.99,-3.43,-4.13,2.66,-0.047234,-0.00178,10.25,11.75,5.5,6,2.5,1.5,1.25,0.75,2,0.5,0.5,0.5,1,4,0.5,0.5,465
-4.4105544090271,-0.31,0.42,0.97,16.59,23.38,-230.51,0,0,0,0.5,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,12,-0.18,0.02,0.99,-3.15,-3.78,2.87,-0.047234,-0.00178,10.25,11.75,5.25,5.5,2.25,1.75,1.25,0.75,2.25,0.75,0.75,0.5,0.75,4,0.5,0.5,463
-4.376554489135742,-0.16,0.37,1.14,21.42,22.96,-194.74,0,0,0.25,0.5,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,19,-0.18,0.02,0.99,-3.71,-3.5,2.8,-0.047234,-0.0008899999999999999,10.25,11.5,5.5,5.5,2.75,1.25,1.5,0.75,2.5,0.75,0.5,0.25,0.5,3.75,0.5,0.5,461
-4.351554393768311,-0.1,0.4,1.05,14.49,15.05,-179.41,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-0.18,0.01,0.99,-3.57,-3.85,3.01,-0.047234,-0.0008899999999999999,10.75,12,5.5,5.75,2.75,1.5,1.5,0.75,2.75,0.75,0.5,0.25,0.75,3.75,0.5,0.5,480
-4.329554319381714,0.01,0.41,1.01,14.91,21.77,-162.47,0,0,0.25,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,10,-0.18,0.02,0.99,-3.15,-3.92,2.87,-0.047234,-0.0008899999999999999,10.75,13,6,5.75,2.75,1.75,1.5,0.75,3,0.75,0.75,0.5,0.75,3.5,0.25,0.25,498
-4.305554389953613,0.29,0.61,1.15,-9.24,28,-131.53,0,0,0.5,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,12,-0.18,0.02,0.99,-3.22,-3.5,2.94,-0.04972,-0,11.25,12.5,6,5.5,2.75,1.5,1.5,0.5,3,0.75,0.5,0.25,0.25,4,0.25,0.5,487
-4.280554533004761,0.59,0.55,1.02,15.89,-5.39,-47.46,0,0,0.25,0.5,0.75,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,24,-0.18,0.02,0.99,-3.43,-3.36,3.01,-0.047234,-0,11,13,6.25,5.5,3,1.25,1.5,0.75,3,0.75,0.5,0.75,0,4,0.5,0.5,500
-4.254554510116577,0.59,0.55,1.02,15.89,-5.39,-47.46,0,0,0.25,0.5,0.75,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,0,24,-0.18,0.01,0.99,-3.36,-3.36,3.01,-0.047234,-0,11,12.5,6,6.5,2.75,1,1.5,0.25,3.25,0.75,0.5,0.5,0.25,3.75,0.5,0.5,492
-4.23255443572998,0.42,0.2,0.99,42.21,-17.29,-11.97,0,0,0.5,0.5,0.5,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,19,-0.18,0.01,0.99,-2.94,-3.15,3.08,-0.047234,-0,11,12.75,6,6.5,2.75,1,1.5,0.25,3.25,0.75,0.5,0.25,0.25,3.75,0.75,0.5,494
-4.20855450630188,0.33,0.17,0.62,51.17,-13.58,-9.73,0,0,0,0.75,0.75,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,19,-0.18,0.01,0.99,-2.52,-2.94,2.94,-0.04972,0,11,12.5,6,5.75,2.25,1.25,1.5,0.5,3.25,0.75,0.25,0.25,0,3.25,0.5,0.5,475
-4.186554431915283,-0.2,0.05,1.04,-39.06,7.56,-7.42,-0.06215,0.0008899999999999999,4.75,1.75,1.5,1.25,0.75,0.75,0.25,0.25,0.25,0,0,0,0,1,0,0,120,-0.19,0.01,0.98,-2.24,-2.52,2.94,-0.052206,0,10.5,13,5.75,5.25,2.25,1,1.5,0.25,3.25,0.75,0.25,0.25,0.25,3.25,0.25,0.25,459
-4.165554523468018,-0.2,0.05,1.04,-39.06,7.56,-7.42,-0.06215,0.0008899999999999999,4.75,1.75,1.5,1.25,0.75,0.75,0.25,0.25,0.25,0,0,0,0,1,0,0,120,-0.19,0.01,0.99,-0.21,2.1,2.52,-0.057178,0.0008899999999999999,9.25,10.75,4.25,4.25,1.75,0.5,1.25,0,2.25,0.25,0,0,0,2.5,0.25,0.25,356
-4.136554479598999,-0.18,0.03,1,-13.09,4.48,-0.63,-0.05966399999999999,-0.00356,8,7.5,2.75,4,2.25,1.25,0.5,0.75,0,0.25,0.5,0,0.25,2.25,0.5,0,291,-0.18,0.01,0.99,0.98,3.01,2.8,-0.054692,0.0008899999999999999,7.25,8.5,3,2.75,1.25,0,1,0.25,2,0,0,0,0,2,0.25,0.25,272
-4.110554456710815,-0.19,0.03,1.01,-4.34,2.45,0,-0.064636,-0.00356,11.5,11,3.75,5.5,2.25,1.5,0.5,0.75,0.5,0.5,0.5,0.25,0.25,2,0.5,0,390,-0.19,0.02,0.99,1.47,3.36,2.03,-0.057178,0.00178,5.5,6,1.5,1,0.5,0,0.75,0,0.75,0,0,0,0,1.75,0.25,0.25,170
-4.088554382324219,-0.19,0.04,0.99,-2.24,2.59,0.07000000000000001,-0.064636,-0.00356,13.25,13.5,4.75,6,2.25,2.5,0.5,0.75,1,0.5,0.25,0.25,0.75,2,0.25,0,458,-0.13,0.08,1.01,-0.5600000000000001,3.5,14.07,-0.06215,0.00267,3,3.25,0.75,0,0.25,0,0.5,0,0,0,0,0,0,1.25,0,0,83
-4.06555438041687,-0.18,0.04,0.99,1.47,3.08,0.42,-0.064636,-0.00356,14.25,14.25,4.5,6.75,2.5,2,0.75,1,1,0.5,0.25,0.25,0.75,2,0.5,0,486,-0.21,0.22,0.98,-17.64,6.93,75.81,0,0,0.75,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,15
-4.040554523468018,-0.19,0.04,0.99,1.89,3.29,0.49,-0.06215,-0.005339999999999999,14.75,15,4.5,7.25,2.25,3.25,0.75,1.5,1,0.5,0.5,0.25,0.75,2,0.75,0.25,525,-0.36,-0.28,0.97,-39.76,9.029999999999999,127.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.015554428100586,-0.18,0.04,0.99,1.61,3.64,0.28,-0.06215,-0.005339999999999999,14.75,14.75,4.25,7.5,2.5,3.25,0.5,1.5,0.75,0.5,0.75,0.25,1,2,0.75,0.25,523,-0.47,-0.39,1.08,-30.38,10.29,106.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.989554405212402,-0.18,0.04,0.99,1.75,3.64,0.28,-0.06215,-0.00623,14.75,15,4.25,7.25,2.25,3.5,0.5,1.5,0.75,0.5,0.75,0.5,1.25,2,0.75,0.25,527,-0.4,-0.41,1.08,-28.77,-3.64,82.04000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.96455454826355,-0.19,0.04,0.99,0.14,3.99,0.07000000000000001,-0.057178,-0.00623,14,14,4.5,7.5,2.75,4,0.75,2,1,1,0.75,0.75,1.25,2,0.75,0.25,547,-0.29,-0.13,0.9399999999999999,-28.14,-3.22,38.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.932554483413696,-0.18,0.04,0.98,-0.14,3.85,-0.07000000000000001,-0.054692,-0.00712,13.5,13.75,4.5,7.75,2.5,3.75,0.5,2.5,1.25,0.75,0.75,0.75,1.5,2.25,0.75,0.25,546,-0.22,-0.03,0.92,-28.63,2.73,40.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.9105544090271,-0.18,0.04,0.99,-1.4,3.92,-0.49,-0.054692,-0.00712,13.25,13.5,4.5,8,2.5,4.75,0.75,2.75,1,0.75,1,0.75,1.75,2.25,0.75,0.5,563,-0.09,0.11,0.98,-41.02,6.44,75.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.885554552078247,-0.18,0.05,0.99,-1.47,4.2,-0.49,-0.04972,-0.0089,12.25,13.25,4.5,8,2.75,5,0.75,3.25,1,1,1.25,1,2.75,2.25,0.75,0.5,579,-0.09,0.11,0.98,-41.02,6.44,75.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.865554332733154,-0.18,0.05,0.99,-1.47,4.2,-0.49,-0.04972,-0.0089,12.25,13.25,4.5,8,2.75,5,0.75,3.25,1,1,1.25,1,2.75,2.25,0.75,0.5,579,-0.08,0.1,1.01,-26.32,1.68,88.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.841554403305054,-0.18,0.05,0.98,-3.15,4.27,-0.49,-0.047234,-0.00801,11.75,12.75,5,7.75,2.25,5,0.75,3.25,1.5,1,1.25,1,2.5,2.25,1,0.5,574,-0.08,0.1,1.01,-26.32,1.68,88.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.8095543384552,-0.18,0.04,0.98,-4.27,4.2,-0.63,-0.047234,-0.0089,12,13,5,7.75,3.25,5.25,0.75,3.5,1.25,1,1.25,1.25,3,2.25,1,0.75,599,-0.07000000000000001,-0.04,1.04,-0.49,-8.68,70.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.781554460525513,-0.18,0.04,0.99,-3.85,4.2,-0.42,-0.044748,-0.00801,11.75,13.25,5.25,8,2.75,5.25,1,3.25,1.25,1.25,1,1.25,2.5,3.5,1,0.5,603,-0.15,-0.09,0.99,0.77,-17.08,55.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.758554458618164,-0.18,0.04,0.99,-4.13,4.13,-0.63,-0.044748,-0.00801,13,13.25,5.25,8,3,5,1,3.25,1.25,1.25,1.25,1.25,3.25,3,1,0.5,620,-0.19,0.05,0.97,0.49,-19.11,9.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.735554456710815,-0.19,0.04,0.99,-4.13,4.27,-0.49,-0.047234,-0.00801,13,13.25,5.75,8,2.75,5,1,3.25,1,1,1.25,1.25,3.25,3,1,0.5,617,-0.19,0.08,0.85,3.01,-17.71,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.715554475784302,-0.18,0.04,0.98,-4.9,4.41,-0.7,-0.047234,-0.00712,13.25,13.25,5.25,8,3,4.75,1,3,1.75,1,1.25,1,2.75,3,1,0.25,612,-0.13,0.17,0.75,8.4,-10.01,-4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.694554328918457,-0.18,0.04,0.99,-4.41,4.48,-0.77,-0.047234,-0.00623,13,13.25,5.25,7.75,2.75,4.5,1,2.75,1.75,1,1.25,1,2.25,2.5,0.75,0.5,590,-0.09,0.3,0.34,16.94,16.52,-6.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.670554399490356,-0.18,0.04,0.98,-4.83,4.83,-0.84,-0.04972,-0.00623,13,13.5,5.25,7.75,2.75,4.25,1,2.5,1.25,1,1,1,2,2.5,0.75,0.5,576,-0.18,-0,1,11.2,-19.11,6.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2
-3.646554470062256,-0.19,0.04,0.99,-7,6.58,-1.4,-0.052206,-0.005339999999999999,12.25,12.75,4.75,6.5,2.25,3,0.75,1.75,1.5,0.75,0.75,0.75,1.25,3.25,0.75,0.5,509,-0.18,-0,1,11.2,-19.11,6.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,2
-3.624554395675659,-0.19,0.04,0.99,-7,6.58,-1.4,-0.052206,-0.005339999999999999,12.25,12.75,4.75,6.5,2.25,3,0.75,1.75,1.5,0.75,0.75,0.75,1.25,3.25,0.75,0.5,509,-0.19,0.04,1.03,-7.35,-12.11,3.08,-0.052206,0.00445,5,2.25,1,0.25,0.5,0.5,0.5,0,0,0,0,0,0,2.25,0,0,113
-3.599554538726807,-0.19,0.03,0.99,-2.87,7.77,-1.54,-0.052206,-0.00356,8.5,8.75,4,4.75,1.5,1.25,0.75,1,1,0.75,0.75,0.25,0.5,2,0.75,0.25,351,-0.19,0.02,1,-7,-10.15,2.8,-0.05966399999999999,0.0008899999999999999,7.5,6.5,1.75,1,1,0.75,0.75,0,0.25,0,0,0,0.25,2.75,0.25,0,210
-3.568554401397705,-0.18,0.03,0.99,1.82,7.98,-1.82,-0.057178,-0.00267,7,6.75,2.75,3.25,1.25,1,0.5,0.5,0.5,0.5,0.25,0,0.25,1.75,0.5,0,254,-0.18,0.02,0.99,-5.04,-8.26,2.59,-0.05966399999999999,0.00178,9.75,8.75,4,2.25,2,0.75,1,0,0.75,0,0,0.25,0,3.25,0.25,0,310
-3.537554502487183,-0.67,0.02,1.14,-31.36,-13.51,-26.18,-0.077066,-0.00267,3.5,3.25,1.75,1.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,107,-0.18,0.01,1,-0.7,-5.53,2.8,-0.057178,-0,13,12.5,5.5,4.25,2.5,1.25,1.25,0.5,1.25,0,0.25,0.25,0.25,4.25,0.5,0,449
-3.510554552078247,-0.65,0.39,1.21,1.47,-14.56,-79.17,-0.079552,-0.00267,2.25,1.75,1.25,1.25,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,68,-0.17,0.02,0.99,-0.07000000000000001,-4.69,2.94,-0.05966399999999999,-0.0008899999999999999,13.5,13,5.75,5.5,2.5,1.25,1,0.25,1.25,0,0,0.5,0.5,3.75,0.5,0,464
-3.489554405212402,-0.65,0.39,1.21,1.47,-14.56,-79.17,-0.079552,-0.00267,2.25,1.75,1.25,1.25,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,68,-0.18,0.02,0.99,-0.28,-3.08,2.66,-0.05966399999999999,-0.00178,12.5,13.25,5.5,5.5,2.25,1.25,1,0.5,0.75,0,0,0.5,0.75,4,0.5,0.25,454
-3.465554475784302,-0.27,0.12,0.77,13.93,16.1,-9.869999999999999,0,0,1,0.75,1,0.75,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,40,-0.18,0.02,0.99,-0.28,-3.08,2.66,-0.05966399999999999,-0.00178,12.5,13.25,5.5,5.5,2.25,1.25,1,0.5,0.75,0,0,0.5,0.75,4,0.5,0.25,454
-3.445554494857788,-0.27,0.12,0.77,13.93,16.1,-9.869999999999999,0,0,1,0.75,1,0.75,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,40,-0.18,0.02,0.99,-0.7,-3.15,2.66,-0.06215,-0.00267,12.25,13.25,5.5,4.75,2.25,2,0.75,0.5,0.5,0.25,0,0.25,0.25,3.75,0.5,0.25,439
-3.414554357528687,0.09,-0.08,0.84,6.93,24.5,6.79,0,0,0.5,0.5,0.75,0.75,0,0.5,0,0,0,0,0.25,0,0,0,0,0,31,-0.18,0.03,0.99,-1.12,-2.94,2.73,-0.06215,-0.00267,11.75,13,5.25,5.75,2.25,1.75,0.75,0.5,0.5,0,0,0.75,0,3.75,0.5,0.25,438
-3.388554334640503,0.29,-0.06,0.89,3.01,19.11,20.65,0,0,1,0.5,0.75,1,0,0.5,0,0,0,0,0,0,0,0,0,0,36,-0.18,0.02,0.98,-1.68,-3.57,2.73,-0.064636,-0.00267,11.75,13,5,5.5,1.75,1.5,0.75,0.5,0.5,0,0,0.25,0,3.25,0.5,0.25,417
-3.364554405212402,0.18,-0.34,0.54,8.68,31.57,21.84,0,0,0.5,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,12,-0.18,0.02,1,-0.91,-3.85,3.01,-0.067122,-0.00356,13,13.25,5,6.75,1.75,1.5,0.75,0.5,0.5,0,0.25,0.5,0.25,2.5,0.25,0.25,442
-3.33355450630188,-0.7,0.49,1.81,-35.28,-3.85,-11.48,0,0,0.5,0,0.75,0.25,0.25,0,0.25,0,0,0,0,0,0,0.25,0,0,23,-0.18,0.02,1,-0.77,-3.64,3.01,-0.067122,-0.00356,12.5,13.25,5.5,6.5,1.5,1.75,0.75,0.5,0.25,0,0.25,0.25,0.25,2.5,0.5,0.25,436
-3.3095543384552,-0.1,0.34,1.25,9.66,-5.04,-10.99,-0.039776,0.0008899999999999999,0.75,0.75,1,0.75,0.5,0.5,0.25,0,0.25,0,0,0,0,0.75,0,0,53,-0.2,0.02,0.99,2.52,0.21,3.29,-0.07457999999999999,-0.00445,11.25,12.75,4.5,5.75,1.5,1.5,0.5,0.5,0,0,0,0.25,0,1.5,0.25,0,378
-3.2855544090271,-0.18,0.01,0.99,12.39,-4.06,3.22,-0.04972,0.00267,5,1.75,1.75,1.25,0.75,0.5,0.5,0.25,0.5,0.75,0,0,0,1.25,0,0,138,-0.2,0.02,0.99,2.52,0.21,3.29,-0.07457999999999999,-0.00445,11.25,12.75,4.5,5.75,1.5,1.5,0.5,0.5,0,0,0,0.25,0,1.5,0.25,0,378
-3.255554437637329,-0.19,0.03,0.99,-2.59,1.61,0.35,-0.064636,-0.0008899999999999999,9,8.25,2.5,2.5,1.5,1,0.5,0.25,0.75,0.5,0,0,0.25,1.75,0.25,0,272,-0.19,0.04,1,15.47,3.01,5.25,-0.08700999999999999,-0.00356,9,10.25,2.75,3.5,0.75,0.25,0.25,0,0,0,0,0.25,0,0.25,0,0,252
-3.225554466247559,-0.18,0.03,0.98,-4.97,2.94,-0.14,-0.067122,-0.0008899999999999999,12.75,10.75,4,4,1.5,1,0.75,0.5,1,0.5,0.25,0,0,2,0.25,0,372,-0.19,0.07000000000000001,0.99,16.24,-0.07000000000000001,5.74,-0.094468,-0.00356,8,9,2,2.5,0.25,0,0,0,0,0,0,0,0,0,0,0,199
-3.203554391860962,-0.18,0.03,0.98,-4.97,2.94,-0.14,-0.067122,-0.0008899999999999999,12.75,10.75,4,4,1.5,1,0.75,0.5,1,0.5,0.25,0,0,2,0.25,0,372,-0.18,0.07000000000000001,0.99,-2.1,-17.78,8.119999999999999,-0.094468,-0.00356,6.5,7.25,1.25,1.5,0,0.25,0,0,0,0,0,0,0,0,0,0,153
-3.174554347991943,-0.18,0.02,0.99,-5.04,3.64,-0.28,-0.05966399999999999,-0.00178,11.75,11,4.25,4.25,2,1.75,1,0.5,1,0.25,0.25,0,0.5,2.25,1,0,396,-0.17,-0.01,0.97,-2.24,-16.52,9.1,-0.096954,-0.00267,6.75,7,1,1,0,0.25,0,0,0,0,0,0,0,0,0,0,146
-3.151554346084595,-0.19,0.03,0.99,-4.48,3.92,-0.21,-0.054692,-0.00178,10.5,10.25,4,4.5,2.25,1.75,1.25,0.75,1.25,0.5,0.25,0.25,0.5,2.75,0.75,0,397,-0.13,0.01,0.84,1.47,-8.960000000000001,1.26,-0.096954,-0.00267,6.75,6.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,141
-3.126554489135742,-0.18,0.02,0.99,-3.71,3.92,-0.42,-0.044748,-0.00178,10,9.25,4,4.25,2,1.5,1.25,1,2,0.5,0.75,0,0.75,3.25,1,0.25,400,-0.19,0.05,1.01,-21,3.57,-0.7,-0.096954,-0.00267,6,6.25,1,1.25,0,0,0,0,0,0,0,0,0,0,0,0,132
-3.105554342269897,-0.19,0.02,0.99,-3.64,4.06,-0.35,-0.039776,-0.0008899999999999999,9,8.5,4.5,4,2.5,1.75,1.5,1,2,0.75,0.75,0.25,0.75,3.5,1,0.25,405,-0.19,0.05,1.01,-21,3.57,-0.7,-0.096954,-0.00267,6,6.25,1,1.25,0,0,0,0,0,0,0,0,0,0,0,0,132
-3.080554485321045,-0.19,0.02,0.99,-3.64,4.06,-0.35,-0.039776,-0.0008899999999999999,9,8.5,4.5,4,2.5,1.75,1.5,1,2,0.75,0.75,0.25,0.75,3.5,1,0.25,405,-0.2,0.03,1,-14.21,-3.85,0.42,-0.08949599999999999,-0.00356,5,5.25,1,1,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,121
-3.055554389953613,-0.19,0.02,0.99,-4.34,4.41,-0.98,-0.029832,-0.0008899999999999999,8,7.5,4.25,4,2.25,1.75,1.5,1.25,2.5,0.75,0.75,0.5,1,5.25,1.25,0.25,412,-0.19,0.03,0.99,-8.539999999999999,-4.27,1.12,-0.08700999999999999,-0.00178,4.75,4.5,0.75,0.75,0.25,0.25,0,0,0,0,0,0,0,0.5,0,0,107
