DataType=double
version=3
OpenSimVersion=4.2
endheader
time,px,py,pz
26.42643618583679,0,0.95,0
26.49059629440308,0,0.95,0
26.56544971466064,0,0.95,0
26.64028596878052,0,0.95,0
26.71513938903809,0,0.95,0
26.77929925918579,0,0.95,0
26.92900562286377,0,0.95,0
26.99316573143005,0,0.95,0
27.06801915168762,0,0.95,0
27.14287281036377,0,0.95,0
27.20703268051147,0,0.95,0
27.28188586235046,0,0.95,0
27.35673952102661,0,0.95,0
27.42089915275574,0,0.95,0
27.49573540687561,0,0.95,0
27.57058882713318,0,0.95,0
27.64544248580933,0,0.95,0
27.70961213111877,0,0.95,0
27.7844557762146,0,0.95,0
27.85930895805359,0,0.95,0
27.92346930503845,0,0.95,0
27.99832224845886,0,0.95,0
28.07317566871643,0,0.95,0
28.21218943595886,0,0.95,0
28.36187887191772,0,0.95,0
28.42603898048401,0,0.95,0
28.500892162323,0,0.95,0
28.57574534416199,0,0.95,0
28.64065051078796,0,0.95,0
28.71550393104553,0,0.95,0
28.79035711288452,0,0.95,0
28.85451722145081,0,0.95,0
28.92937064170837,0,0.95,0
29.00422406196594,0,0.95,0
29.06838393211365,0,0.95,0
29.21807384490967,0,0.95,0
29.29292678833008,0,0.95,0
29.35708689689636,0,0.95,0
29.43194031715393,0,0.95,0
29.5067937374115,0,0.95,0
29.5709536075592,0,0.95,0
29.64580702781677,0,0.95,0
29.72066044807434,0,0.95,0
29.78482031822205,0,0.95,0
29.85967373847961,0,0.95,0
29.9345269203186,0,0.95,0
29.99868702888489,0,0.95,0
30.07352328300476,0,0.95,0
30.14837670326233,0,0.95,0
30.2232301235199,0,0.95,0
30.28739023208618,0,0.95,0
30.36224341392517,0,0.95,0
30.43709659576416,0,0.95,0
30.50125694274902,0,0.95,0
30.57611036300659,0,0.95,0
30.65096354484558,0,0.95,0
30.71512365341187,0,0.95,0
30.78997683525085,0,0.95,0
30.86483001708984,0,0.95,0
30.92897319793701,0,0.95,0
31.003826379776,0,0.95,0
31.07867980003357,0,0.95,0
31.15353298187256,0,0.95,0
31.21769309043884,0,0.95,0
31.29254651069641,0,0.95,0
31.36739993095398,0,0.95,0
31.43155956268311,0,0.95,0
31.50641322135925,0,0.95,0
31.58126640319824,0,0.95,0
31.72027993202209,0,0.95,0
31.79511618614197,0,0.95,0
31.86996936798096,0,0.95,0
31.93412923812866,0,0.95,0
32.0838360786438,0,0.95,0
32.14799618721008,0,0.95,0
32.22284936904907,0,0.95,0
32.29770278930664,0,0.95,0
32.36186289787292,0,0.95,0
32.43671631813049,0,0.95,0
32.51156949996948,0,0.95,0
32.57572937011719,0,0.95,0
32.65056586265564,0,0.95,0
32.72541880607605,0,0.95,0
32.80027222633362,0,0.95,0
32.8644323348999,0,0.95,0
32.93928599357605,0,0.95,0
33.01413893699646,0,0.95,0
33.07829904556274,0,0.95,0
33.15315246582031,0,0.95,0
33.22800588607788,0,0.95,0
33.29216575622559,0,0.95,0
33.36701917648315,0,0.95,0
33.44187259674072,0,0.95,0
33.50601506233215,0,0.95,0
33.5808687210083,0,0.95,0
33.65572190284729,0,0.95,0
33.73057532310486,0,0.95,0
33.86958861351013,0,0.95,0
33.9444420337677,0,0.95,0
34.00860190391541,0,0.95,0
34.08345532417297,0,0.95,0
34.15830874443054,0,0.95,0
34.22246885299683,0,0.95,0
34.37215805053711,0,0.95,0
34.44701147079468,0,0.95,0
34.51117157936096,0,0.95,0
34.58602476119995,0,0.95,0
34.66087818145752,0,0.95,0
34.7250382900238,0,0.95,0
34.79989171028137,0,0.95,0
34.87474465370178,0,0.95,0
34.93890500068665,0,0.95,0
35.01375818252563,0,0.95,0
35.08861184120178,0,0.95,0
35.15277171134949,0,0.95,0
35.30246138572693,0,0.95,0
35.37731456756592,0,0.95,0
35.44147443771362,0,0.95,0
35.51632761955261,0,0.95,0
35.59118127822876,0,0.95,0
35.65534114837646,0,0.95,0
35.73019456863403,0,0.95,0
35.80504775047302,0,0.95,0
35.86920762062073,0,0.95,0
35.9440610408783,0,0.95,0
36.01891446113586,0,0.95,0
36.08305740356445,0,0.95,0
36.15791034698486,0,0.95,0
36.23276400566101,0,0.95,0
36.30761742591858,0,0.95,0
36.44663047790527,0,0.95,0
36.52148389816284,0,0.95,0
36.58564376831055,0,0.95,0
36.66049742698669,0,0.95,0
36.7353503704071,0,0.95,0
36.79951047897339,0,0.95,0
36.87436389923096,0,0.95,0
36.94920015335083,0,0.95,0
37.01336026191711,0,0.95,0
37.16306686401367,0,0.95,0
37.23791980743408,0,0.95,0
37.30207991600037,0,0.95,0
37.37693333625793,0,0.95,0
37.4517867565155,0,0.95,0
37.51594662666321,0,0.95,0
37.5907998085022,0,0.95,0
37.66565322875977,0,0.95,0
37.72981333732605,0,0.95,0
37.87950277328491,0,0.95,0
37.95435619354248,0,0.95,0
38.01851582527161,0,0.95,0
38.09336924552917,0,0.95,0
38.23238253593445,0,0.95,0
38.30723595619202,0,0.95,0
38.38208937644958,0,0.95,0
38.44624948501587,0,0.95,0
38.52110242843628,0,0.95,0
38.59595584869385,0,0.95,0
38.66009855270386,0,0.95,0
38.73495221138,0,0.95,0
38.80980515480042,0,0.95,0
38.88465857505798,0,0.95,0
38.94881868362427,0,0.95,0
39.02367162704468,0,0.95,0
39.09852528572083,0,0.95,0
39.16268515586853,0,0.95,0
39.2375385761261,0,0.95,0
39.31239175796509,0,0.95,0
39.37655162811279,0,0.95,0
39.45140504837036,0,0.95,0
39.52624130249023,0,0.95,0
39.59040141105652,0,0.95,0
39.66525459289551,0,0.95,0
39.74010801315308,0,0.95,0
39.81496095657349,0,0.95,0
39.87912106513977,0,0.95,0
39.95397448539734,0,0.95,0
40.02882766723633,0,0.95,0
40.1678409576416,0,0.95,0
40.24269437789917,0,0.95,0
40.30685424804688,0,0.95,0
40.38169050216675,0,0.95,0
40.45654368400574,0,0.95,0
40.53139710426331,0,0.95,0
40.59555697441101,0,0.95,0
40.67041039466858,0,0.95,0
40.74526381492615,0,0.95,0
40.80942368507385,0,0.95,0
40.88427686691284,0,0.95,0
40.95913028717041,0,0.95,0
41.02329039573669,0,0.95,0
41.09814357757568,0,0.95,0
41.17299675941467,0,0.95,0
41.23713970184326,0,0.95,0
41.38684630393982,0,0.95,0
41.46169948577881,0,0.95,0
41.52585983276367,0,0.95,0
41.60071277618408,0,0.95,0
41.67556595802307,0,0.95,0
42.02844595909119,0,0.95,0
42.16744208335876,0,0.95,0
42.3171489238739,0,0.95,0
42.39200186729431,0,0.95,0
42.53101515769958,0,0.95,0
42.67002844810486,0,0.95,0
42.81973528862,0,0.95,0
42.95873117446899,0,0.95,0
43.03358459472656,0,0.95,0
43.10843801498413,0,0.95,0
43.24745106697083,0,0.95,0
43.3864643573761,0,0.95,0
43.46131753921509,0,0.95,0
43.60033082962036,0,0.95,0
43.75003743171692,0,0.95,0
43.8890335559845,0,0.95,0
44.03874015808105,0,0.95,0
44.17775344848633,0,0.95,0
44.31676697731018,0,0.95,0
44.46647310256958,0,0.95,0
44.53063344955444,0,0.95,0
44.68032264709473,0,0.95,0
44.8193359375,0,0.95,0
44.96904253959656,0,0.95,0
45.10805583000183,0,0.95,0
45.2470691204071,0,0.95,0
45.32192254066467,0,0.95,0
45.46093559265137,0,0.95,0
45.61062526702881,0,0.95,0
45.7496383190155,0,0.95,0
45.89934492111206,0,0.95,0
46.03835868835449,0,0.95,0
46.17737126350403,0,0.95,0
46.32707810401917,0,0.95,0
46.46607398986816,0,0.95,0
46.6157808303833,0,0.95,0
46.67994046211243,0,0.95,0
46.82964706420898,0,0.95,0
46.96866035461426,0,0.95,0
47.18252682685852,0,0.95,0
47.25736308097839,0,0.95,0
47.39637613296509,0,0.95,0
47.54608273506165,0,0.95,0
47.68509602546692,0,0.95,0
47.89896249771118,0,0.95,0
48.03797578811646,0,0.95,0
48.18766522407532,0,0.95,0
48.32667851448059,0,0.95,0
48.40153169631958,0,0.95,0
48.82926487922668,0,0.95,0
48.96826076507568,0,0.95,0
49.11796760559082,0,0.95,0
49.25698065757751,0,0.95,0
49.40668725967407,0,0.95,0
49.54570055007935,0,0.95,0
49.62055397033691,0,0.95,0
49.75956702232361,0,0.95,0
49.89856290817261,0,0.95,0
50.18728303909302,0,0.95,0
50.33698964118958,0,0.95,0
50.47600269317627,0,0.95,0
51.48115825653076,0,0.95,0
51.62015438079834,0,0.95,0
51.69500732421875,0,0.95,0
51.8340208530426,0,0.95,0
52.70016288757324,0,0.95,0
52.76432299613953,0,0.95,0
52.9140293598175,0,0.95,0
53.05304265022278,0,0.95,0
53.12789630889893,0,0.95,0
53.26689195632935,0,0.95,0
53.40590524673462,0,0.95,0
53.48075842857361,0,0.95,0
53.63046526908875,0,0.95,0
53.76947832107544,0,0.95,0
53.90849280357361,0,0.95,0
53.9833447933197,0,0.95,0
54.12234091758728,0,0.95,0
54.27204751968384,0,0.95,0
54.41106057167053,0,0.95,0
54.56076741218567,0,0.95,0
54.62492704391479,0,0.95,0
54.77463388442993,0,0.95,0
54.83879399299622,0,0.95,0
54.9884831905365,0,0.95,0
55.0526430606842,0,0.95,0
55.20234966278076,0,0.95,0
55.34136295318604,0,0.95,0
55.49106931686401,0,0.95,0
55.63008284568787,0,0.95,0
55.76909589767456,0,0.95,0
57.41583371162415,0,0.95,0
57.49068689346313,0,0.95,0
57.62968277931213,0,0.95,0
57.7045361995697,0,0.95,0
57.8435492515564,0,0.95,0
58.06810927391052,0,0.95,0
58.13226914405823,0,0.95,0
58.34613561630249,0,0.95,0
58.55998516082764,0,0.95,0
58.71007204055786,0,0.95,0
58.84908509254456,0,0.95,0
58.99879193305969,0,0.95,0
59.13780498504639,0,0.95,0
59.27680110931396,0,0.95,0
59.35165429115295,0,0.95,0
59.49066734313965,0,0.95,0
59.64037418365479,0,0.95,0
59.71522736549377,0,0.95,0
59.77938723564148,0,0.95,0
59.99325370788574,0,0.95,0
60.1429431438446,0,0.95,0
60.28195643424988,0,0.95,0
60.57067608833313,0,0.95,0
60.70968914031982,0,0.95,0
60.85939574241638,0,0.95,0
60.92355561256409,0,0.95,0
60.99839186668396,0,0.95,0
61.13740515708923,0,0.95,0
61.28711128234863,0,0.95,0
61.35127139091492,0,0.95,0
61.63999104499817,0,0.95,0
61.71484422683716,0,0.95,0
61.78969764709473,0,0.95,0
61.9286937713623,0,0.95,0
62.00354671478271,0,0.95,0
62.067706823349,0,0.95,0
62.2174129486084,0,0.95,0
62.35642647743225,0,0.95,0
62.50613284111023,0,0.95,0
62.64514636993408,0,0.95,0
62.71998190879822,0,0.95,0
62.85899543762207,0,0.95,0
62.99800848960876,0,0.95,0
63.07286167144775,0,0.95,0
63.14771509170532,0,0.95,0
63.22256803512573,0,0.95,0
63.36158156394958,0,0.95,0
63.50059461593628,0,0.95,0
63.65028405189514,0,0.95,0
63.78929710388184,0,0.95,0
63.92831015586853,0,0.95,0
64.07801699638367,0,0.95,0
64.15286993980408,0,0.95,0
64.29188323020935,0,0.95,0
64.43087911605835,0,0.95,0
64.50573253631592,0,0.95,0
64.64474558830261,0,0.95,0
64.71959900856018,0,0.95,0
64.86930561065674,0,0.95,0
65.00831866264343,0,0.95,0
65.08317184448242,0,0.95,0
65.7996072769165,0,0.95,0
65.9386203289032,0,0.95,0
66.01347351074219,0,0.95,0
66.07763338088989,0,0.95,0
66.22732281684875,0,0.95,0
66.29148268699646,0,0.95,0
66.36633586883545,0,0.95,0
66.5053493976593,0,0.95,0
66.58020234107971,0,0.95,0
66.72990894317627,0,0.95,0
66.79406881332397,0,0.95,0
66.86892199516296,0,0.95,0
67.00791788101196,0,0.95,0
67.08277106285095,0,0.95,0
67.22178411483765,0,0.95,0
67.29663753509521,0,0.95,0
67.43565058708191,0,0.95,0
67.51050400733948,0,0.95,0
67.66021060943604,0,0.95,0
67.79922366142273,0,0.95,0
67.87405967712402,0,0.95,0
67.93821978569031,0,0.95,0
68.08792591094971,0,0.95,0
68.15208601951599,0,0.95,0
68.2269389629364,0,0.95,0
68.37664556503296,0,0.95,0
68.44080662727356,0,0.95,0
68.59051203727722,0,0.95,0
68.65467166900635,0,0.95,0
68.80436134338379,0,0.95,0
68.9433741569519,0,0.95,0
69.01822757720947,0,0.95,0
69.08238768577576,0,0.95,0
69.23209381103516,0,0.95,0
69.30694699287415,0,0.95,0
69.44596004486084,0,0.95,0
69.52081346511841,0,0.95,0
69.65980935096741,0,0.95,0
69.7346625328064,0,0.95,0
69.87367558479309,0,0.95,0
69.94852900505066,0,0.95,0
70.08754229545593,0,0.95,0
70.16239547729492,0,0.95,0
70.30140852928162,0,0.95,0
70.37626171112061,0,0.95,0
70.4510977268219,0,0.95,0
70.59011077880859,0,0.95,0
70.66496419906616,0,0.95,0
70.80397748947144,0,0.95,0
70.87883043289185,0,0.95,0
70.94299054145813,0,0.95,0
71.09269666671753,0,0.95,0
71.1675500869751,0,0.95,0
71.23171019554138,0,0.95,0
71.38139915466309,0,0.95,0
71.52041244506836,0,0.95,0
71.59526562690735,0,0.95,0
71.65942549705505,0,0.95,0
71.80913186073303,0,0.95,0
71.8839852809906,0,0.95,0
72.02299833297729,0,0.95,0
72.09785151481628,0,0.95,0
72.16199445724487,0,0.95,0
72.31170058250427,0,0.95,0
72.45071387290955,0,0.95,0
72.52556681632996,0,0.95,0
72.66458010673523,0,0.95,0
72.81428647041321,0,0.95,0
72.9532995223999,0,0.95,0
73.0281355381012,0,0.95,0
73.16714882850647,0,0.95,0
73.24200177192688,0,0.95,0
73.30616188049316,0,0.95,0
73.45586824417114,0,0.95,0
73.52002811431885,0,0.95,0
73.66973447799683,0,0.95,0
73.74458765983582,0,0.95,0
73.88358354568481,0,0.95,0
73.9584367275238,0,0.95,0
74.0974497795105,0,0.95,0
74.17230319976807,0,0.95,0
74.23646306991577,0,0.95,0
74.38616919517517,0,0.95,0
74.52518248558044,0,0.95,0
74.60003566741943,0,0.95,0
74.73903155326843,0,0.95,0
74.81388449668884,0,0.95,0
74.95289778709412,0,0.95,0
75.10260415077209,0,0.95,0
75.24161720275879,0,0.95,0
75.31647038459778,0,0.95,0
75.39132380485535,0,0.95,0
75.53033661842346,0,0.95,0
75.60517263412476,0,0.95,0
75.74418592453003,0,0.95,0
75.88319897651672,0,0.95,0
75.95805191993713,0,0.95,0
76.09706521034241,0,0.95,0
76.1719183921814,0,0.95,0
76.24677157402039,0,0.95,0
76.3857843875885,0,0.95,0
76.53547382354736,0,0.95,0
76.67448687553406,0,0.95,0
76.74934005737305,0,0.95,0
76.88835310935974,0,0.95,0
76.96320629119873,0,0.95,0
77.10221934318542,0,0.95,0
77.17707252502441,0,0.95,0
77.31606841087341,0,0.95,0
77.3909215927124,0,0.95,0
77.5299346446991,0,0.95,0
77.60478782653809,0,0.95,0
77.67964100837708,0,0.95,0
77.81865429878235,0,0.95,0
77.96836066246033,0,0.95,0
78.10737371444702,0,0.95,0
78.18220973014832,0,0.95,0
78.32122254371643,0,0.95,0
78.39607572555542,0,0.95,0
78.46023559570312,0,0.95,0
78.60994219779968,0,0.95,0
78.7489550113678,0,0.95,0
78.82380843162537,0,0.95,0
78.89866161346436,0,0.95,0
79.03765726089478,0,0.95,0
79.11251044273376,0,0.95,0
79.25152349472046,0,0.95,0
79.32637691497803,0,0.95,0
79.39053678512573,0,0.95,0
79.54024314880371,0,0.95,0
79.67925620079041,0,0.95,0
79.75410938262939,0,0.95,0
79.82896256446838,0,0.95,0
79.89310503005981,0,0.95,0
80.04281163215637,0,0.95,0
80.18182444572449,0,0.95,0
80.25667786598206,0,0.95,0
80.39569067955017,0,0.95,0
80.47054433822632,0,0.95,0
80.54539704322815,0,0.95,0
80.68441009521484,0,0.95,0
80.82340574264526,0,0.95,0
80.89825892448425,0,0.95,0
80.97311234474182,0,0.95,0
81.03727197647095,0,0.95,0
81.1869785785675,0,0.95,0
81.25113844871521,0,0.95,0
81.40084481239319,0,0.95,0
81.4756977558136,0,0.95,0
81.61469388008118,0,0.95,0
81.68954682350159,0,0.95,0
81.82855987548828,0,0.95,0
81.90341305732727,0,0.95,0
81.96757292747498,0,0.95,0
82.11727905273438,0,0.95,0
82.18143892288208,0,0.95,0
82.33114528656006,0,0.95,0
82.40599846839905,0,0.95,0
82.54499411582947,0,0.95,0
82.61984753608704,0,0.95,0
82.75886034965515,0,0.95,0
82.83371353149414,0,0.95,0
82.89787364006042,0,0.95,0
83.04757976531982,0,0.95,0
83.11173987388611,0,0.95,0
83.26144599914551,0,0.95,0
83.3362820148468,0,0.95,0
83.4752950668335,0,0.95,0
83.55014824867249,0,0.95,0
83.61430811882019,0,0.95,0
83.76401424407959,0,0.95,0
83.90302729606628,0,0.95,0
83.97788047790527,0,0.95,0
84.05273365974426,0,0.95,0
84.19172954559326,0,0.95,0
84.26658272743225,0,0.95,0
84.40559577941895,0,0.95,0
84.48044896125793,0,0.95,0
84.61946177482605,0,0.95,0
84.69431495666504,0,0.95,0
84.75847458839417,0,0.95,0
84.90818119049072,0,0.95,0
84.98303413391113,0,0.95,0
85.12203001976013,0,0.95,0
85.19688320159912,0,0.95,0
85.33589625358582,0,0.95,0
85.4107494354248,0,0.95,0
85.47490930557251,0,0.95,0
85.62461566925049,0,0.95,0
85.68877506256104,0,0.95,0
85.83848166465759,0,0.95,0
85.97747731208801,0,0.95,0
86.052330493927,0,0.95,0
86.1913435459137,0,0.95,0
86.26619672775269,0,0.95,0
86.3410496711731,0,0.95,0
86.48006272315979,0,0.95,0
86.5549156665802,0,0.95,0
86.69392871856689,0,0.95,0
86.76876449584961,0,0.95,0
86.90777778625488,0,0.95,0
86.98263096809387,0,0.95,0
87.12164378166199,0,0.95,0
87.1964967250824,0,0.95,0
87.33551001548767,0,0.95,0
87.41036295890808,0,0.95,0
87.48521614074707,0,0.95,0
87.62421202659607,0,0.95,0
87.69906520843506,0,0.95,0
87.83807802200317,0,0.95,0
87.91293120384216,0,0.95,0
88.05194401741028,0,0.95,0
88.12679719924927,0,0.95,0
88.26581001281738,0,0.95,0
88.34066343307495,0,0.95,0
88.49035263061523,0,0.95,0
88.55451226234436,0,0.95,0
88.62936544418335,0,0.95,0
88.76837825775146,0,0.95,0
88.84323143959045,0,0.95,0
88.98224449157715,0,0.95,0
89.05709767341614,0,0.95,0
89.19611048698425,0,0.95,0
89.27096366882324,0,0.95,0
89.42065262794495,0,0.95,0
89.48481249809265,0,0.95,0
89.55966567993164,0,0.95,0
89.69867873191833,0,0.95,0
89.77353191375732,0,0.95,0
89.91254472732544,0,0.95,0
89.98739790916443,0,0.95,0
90.06225085258484,0,0.95,0
90.20124673843384,0,0.95,0
90.35095286369324,0,0.95,0
90.41511297225952,0,0.95,0
90.48996591567993,0,0.95,0
90.62897896766663,0,0.95,0
90.70383191108704,0,0.95,0
90.84284472465515,0,0.95,0
90.91769790649414,0,0.95,0
91.06738710403442,0,0.95,0
91.13154673576355,0,0.95,0
91.28125309944153,0,0.95,0
91.34541273117065,0,0.95,0
91.42026591300964,0,0.95,0
91.55927896499634,0,0.95,0
91.63413214683533,0,0.95,0
91.77314496040344,0,0.95,0
91.84799814224243,0,0.95,0
91.99768710136414,0,0.95,0
92.13670039176941,0,0.95,0
92.21155333518982,0,0.95,0
92.35056638717651,0,0.95,0
92.42541933059692,0,0.95,0
92.56443238258362,0,0.95,0
92.63928532600403,0,0.95,0
92.77828145027161,0,0.95,0
92.92798757553101,0,0.95,0
92.99215459823608,0,0.95,0
93.06700038909912,0,0.95,0
93.20601344108582,0,0.95,0
93.28086638450623,0,0.95,0
93.41987943649292,0,0.95,0
93.49473237991333,0,0.95,0
93.64442157745361,0,0.95,0
93.70858120918274,0,0.95,0
93.85828757286072,0,0.95,0
93.92244720458984,0,0.95,0
94.07215356826782,0,0.95,0
94.21116638183594,0,0.95,0
94.28601956367493,0,0.95,0
94.35017943382263,0,0.95,0
94.49986863136292,0,0.95,0
94.5747218132019,0,0.95,0
94.71373462677002,0,0.95,0
94.78858757019043,0,0.95,0
94.85274744033813,0,0.95,0
94.92760062217712,0,0.95,0
95.06661343574524,0,0.95,0
95.14146685600281,0,0.95,0
95.21631956100464,0,0.95,0
95.35531544685364,0,0.95,0
95.43016839027405,0,0.95,0
95.56918144226074,0,0.95,0
95.71888756752014,0,0.95,0
95.85790038108826,0,0.95,0
95.99691367149353,0,0.95,0
96.07176661491394,0,0.95,0
96.14661979675293,0,0.95,0
96.28561520576477,0,0.95,0
96.36046862602234,0,0.95,0
96.49948143959045,0,0.95,0
96.64918756484985,0,0.95,0
96.78820061683655,0,0.95,0
96.86305379867554,0,0.95,0
96.92721343040466,0,0.95,0
97.07690262794495,0,0.95,0
97.15175557136536,0,0.95,0
97.29076862335205,0,0.95,0
97.36562156677246,0,0.95,0
97.50463461875916,0,0.95,0
97.64364767074585,0,0.95,0
97.71850085258484,0,0.95,0
97.85751342773438,0,0.95,0
98.00720238685608,0,0.95,0
98.08205556869507,0,0.95,0
98.22106838226318,0,0.95,0
98.29592156410217,0,0.95,0
98.43493437767029,0,0.95,0
98.50978755950928,0,0.95,0
98.57394766807556,0,0.95,0
98.72365355491638,0,0.95,0
98.79848957061768,0,0.95,0
98.93750238418579,0,0.95,0
99.01235556602478,0,0.95,0
99.07651543617249,0,0.95,0
99.22622156143188,0,0.95,0
