DataType=double
version=3
OpenSimVersion=4.2
endheader
time,p_1,p_2,p_3,v_1,v_2,v_3,a_1,a_2,a_3
4.219111299514773,0,0,0,0,0,0,-0.02129045784878659,0.006140513552203311,-0.05978350575224175
4.244111299514773,0,0,0,0,0,0,-0.03225906432013394,0.0414603988198298,-0.007840739236716625
4.269111299514774,0,0,0,0,0,0,0.02549178993512366,0.03795102703723541,0.04893693647998846
4.294111299514774,0,0,0,0,0,0,0.01749524744162214,0.008409933252725613,0.03549752432787678
4.319111299514774,0,0,0,0,0,0,0.001908081406518838,-0.02286124949259283,0.05649943611873606
4.344111299514775,0,0,0,0,0,0,-0.02953440012651509,0.06819334750921055,-0.006307614190149123
4.369111299514775,0,0,0,0,0,0,-0.04110808250190019,0.01763230200991765,-0.01772633667031356
4.394111299514775,0,0,0,0,0,0,-0.0172090789813902,0.001616077000357843,-0.003246570108135375
4.419111299514776,0,0,0,0,0,0,0.009729397768140961,-0.002635536551563159,0.01260253765032044
4.444111299514776,0,0,0,0,0,0,-0.003853007803751772,0.01750910666540006,-0.0073526194266131
4.469111299514776,0,0,0,0,0,0,-5.0394453476061e-06,-0.008180578633868965,-0.0008308228640801427
4.494111299514777,0,0,0,0,0,0,-0.0261981942815686,-0.04246806926215911,-0.003744715546942192
4.519111299514777,0,0,0,0,0,0,0.009451631044505124,0.0007671116312646734,0.01225189744453283
4.544111299514777,0,0,0,0,0,0,-0.001529748375185123,-0.02271137905465787,-0.003729778284303437
4.569111299514778,0,0,0,0,0,0,-0.01086286537089353,-0.01022750186630904,-0.007111713668028057
4.594111299514778,0,0,0,0,0,0,-0.00551432189769808,-0.01223013525384056,-0.003758658490938855
4.619111299514779,0,0,0,0,0,0,-0.01345991206844222,0.03147295465129704,-0.01120882444426836
4.644111299514779,0,0,0,0,0,0,-0.006555458809987872,-0.0118846154942163,-0.002487726678864408
4.669111299514779,0,0,0,0,0,0,-0.005751575293654478,0.005205321372855148,0.02077655794672707
4.69411129951478,0,0,0,0,0,0,0.01272020698025953,0.004304515801791316,0.004280369314497908
4.71911129951478,0,0,0,0,0,0,-0.002333253867485432,0.05526016556123952,-0.01263309396860501
4.74411129951478,0,0,0,0,0,0,0.00259328642822077,0.06724161899087541,-0.006236132665123092
4.769111299514781,0,0,0,0,0,0,0.03599240002371685,0.03747865045209146,0.01941313056889465
4.794111299514781,0,0,0,0,0,0,0.03787925232812534,0.05988089655429789,0.06962898352766672
4.819111299514781,0,0,0,0,0,0,0.03844095421153387,0.05020558292655358,0.1331350331859711
4.844111299514782,0,0,0,0,0,0,0.008465952868656632,0.004162554602402648,0.1818686371436984
4.869111299514782,0.0002614619244285321,0.0004577803197556134,4.56193962756151e-05,-0.004491960224219537,0.009619347219635191,0.01831121279022428,-0.01915365305715848,0.02061418930793634,0.3111670494605457
4.894111299514782,0.0005700172318950403,0.001173118830151219,0.0001162171595746616,-0.004751340854702277,0.01173581847167721,0.0286135404158238,-0.01327915360563502,0.09136791119698852,0.4268352541428762
4.919111299514783,0.0008458227154641192,0.002208868680744919,0.0002216215964788691,-0.002859825669929905,0.01145894468417544,0.04142999402374743,0.07326943974037421,-0.003787951913312854,0.534663422106869
4.944111299514783,0.001186501176514631,0.003650810368704718,0.0004160987613934618,-0.001424441392690567,0.01562638976583916,0.05767766751839113,0.05606940122106827,0.1752070870052186,0.6810431701429717
4.969111299514783,0.001686544109487025,0.005547351488552543,0.0007167431489549294,-0.001592504656156639,0.02328415557972105,0.07586164479391194,-0.007670351581845456,0.3185349922501049,0.7693125659106965
4.994111299514784,0.002469334160387229,0.007906258990584513,0.00117082853400594,-0.003035963838243618,0.03607088860426465,0.09435630008127749,-0.05919247344439875,0.5301166414796634,0.7932628555814586
5.019111299514784,0.003563915815484358,0.0106536869204026,0.00174277038124655,-0.006311587827117394,0.04899516528373784,0.1098971171927217,-0.1339616399023618,0.543695905685088,0.68580210741192
5.044111299514785,0.005070705650980904,0.01366992681868875,0.002303430524488741,-0.01612201289112544,0.06225503471736219,0.1206495959314445,-0.399464870997898,0.5653457771024339,0.5025290248606608
5.069111299514785,0.006758198224443685,0.0170343912151024,0.003287499575856596,-0.006374921312001323,0.07787809262962805,0.1345785758565442,0.3828158975171718,0.6689473420624383,0.6373431406748481
5.094111299514785,0.008318647840443403,0.02073560658157403,0.004900561614991787,0.01716227054385697,0.08811703526365072,0.1480486146588629,0.9448766896282913,0.4617076850884104,0.6275933283507583
5.119111299514786,0.00989203021169547,0.02467809964241494,0.007094158207419458,0.03590454064119898,0.1018366383759178,0.1576997224336343,0.7663625771115168,0.6084610581163319,0.4820999590297764
5.144111299514786,0.01150651662441755,0.02880558372774794,0.009771959299897047,0.05084251290790121,0.1142739471165274,0.1650993634133175,0.62477184165177,0.5653868884302191,0.3973980480732077
5.169111299514786,0.01302291650037642,0.03306600820048427,0.01289566264446364,0.06771213494844591,0.1212693392848589,0.1704169789094507,0.7120306885365776,0.353815314111964,0.318112354833965
5.194111299514787,0.01448126103414977,0.03741529623358605,0.01639112945298651,0.08123359793482171,0.1278796064602861,0.1739715213240689,0.5876521636356858,0.3426847462297916,0.2503767594971273
5.219111299514787,0.01584257637814652,0.04182023654100192,0.02011337914055904,0.09089304991767067,0.1298913738496862,0.1761976122966322,0.440454372455777,0.1614535025301191,0.199054778694899
5.244111299514787,0.01710625988182542,0.04626566067575294,0.02390494786774467,0.09540232417701314,0.1282771203228812,0.1778169653900381,0.2388985916699837,0.01653755111282021,0.1759933702521448
5.269111299514788,0.01854878935896973,0.05074971881839779,0.02742254094439809,0.08232142077431207,0.1278676950377167,0.1793623257057917,-0.4674014268973686,0.06409491025698921,0.1740279036291628
5.294111299514788,0.02018082093060454,0.05527077862434622,0.03057275784148151,0.0659334269880711,0.125668663097768,0.1808423922379344,-0.6089431596939726,-0.008308843790053639,0.1723666377043131
5.319111299514788,0.0221165772100513,0.05972396305565204,0.03324338656408089,0.04324953322737315,0.1246456341451172,0.17812737725223,-0.8730542065567763,0.03771901460503239,0.004175398513986711
5.344111299514789,0.02420531876842173,0.06410031197691128,0.03545584295540169,0.02472021951765262,0.1191696189339154,0.175053956850367,-0.7198187817287688,-0.1424422126595904,-0.01197934613343178
5.369111299514789,0.02644276356135405,0.06842437808663088,0.0372054943225383,0.006137045956791359,0.1134470768227751,0.1729626443887816,-0.7336326472502269,-0.1558214915390343,0.0256823894323716
5.39411129951479,0.02890341661544946,0.07271703960267457,0.03841857800938484,-0.01657147567026834,0.1084785829939942,0.1717064606417456,-0.911619005259934,-0.1290183173034329,0.05803586944049455
5.41911129951479,0.03142267215764252,0.07684428834175189,0.03895346102949845,-0.04015498623670861,0.0948681949425178,0.1650899495630904,-0.9611619326983265,-0.4805309341098104,-0.158850554703137
5.44411129951479,0.03391627716079169,0.0805233816687204,0.03852108023578654,-0.07128866289638368,0.07187459246804725,0.1471637330787387,-1.280358841231286,-0.8673592302568787,-0.6189492547332124
5.469111299514791,0.03653993717928849,0.08355065813517834,0.03702977103645574,-0.1089944412361866,0.05188799295288614,0.1210910586583158,-1.564869905735882,-0.7605820182100707,-0.9586305156433608
5.494111299514791,0.03936286083154091,0.08594816740274902,0.03468458904945178,-0.1415605063840093,0.03886727968464789,0.09590037070282596,-1.381358382724247,-0.4923163346893181,-0.939456248460975
5.519111299514791,0.04234487052147107,0.08782599815010518,0.0317975088488885,-0.1629753058244704,0.03167383607860786,0.07511322989424513,-0.9522666918978989,-0.2655761434542854,-0.7777590204995333
5.544111299514792,0.04568782440272289,0.08951721664954723,0.02885527656730424,-0.1730503923400296,0.04224779322660455,0.06764873997768114,-0.5085712177583875,0.4461819281954933,-0.2537286788725654
5.569111299514792,0.04923627672389517,0.0919889044613994,0.02696251071614626,-0.1433398051930364,0.07302206896500545,0.09886751247408561,1.08902453003843,1.267184869380463,1.301064599058486
5.594111299514792,0.05254503287354339,0.09430753224787425,0.02491713512213282,-0.1428550435930616,0.061666216403286,0.09274511145899279,-0.07052214820676228,-0.4119196596255735,-0.1846979216560895
5.619111299514793,0.05639638644837849,0.09650842427171621,0.02238587596874052,-0.1712160864253899,0.06833276933665328,0.08803568095367732,-1.233112097606977,0.3075033429596539,-0.1315820914694096
5.644111299514793,0.0606076005876038,0.0986861184413014,0.01923111665350843,-0.199905161569929,0.06585480817090765,0.08710776678340641,-1.264156581780034,-0.05696130903478568,0.01790750145439162
5.669111299514793,0.06509582360301691,0.1008369201315067,0.01584484272139031,-0.213841707489769,0.0696370541087238,0.08603206760821147,-0.6874469219441406,0.1938567366789143,0.01136663461781467
5.694111299514794,0.06952301716803481,0.1029363443009609,0.01222419554512765,-0.220130203860207,0.06226796518150976,0.08397696677816639,-0.3878789550455653,-0.2533235210510847,-0.02879302163016485
5.719111299514794,0.06952301716803481,0.1029363443009609,0.01222419554512765,0,0,0,-0.08803219171936236,-0.01513272508118237,0.00458511420388643
5.744111299514794,0.06952301716803481,0.1029363443009609,0.01222419554512765,0,0,0,0.03859298604543118,0.006717614797389356,0.04012853487642708
5.769111299514795,0.06952301716803481,0.1029363443009609,0.01222419554512765,0,0,0,-0.006547771543902875,-0.08513326620300346,0.02442302233542511
5.794111299514795,0.06952301716803481,0.1029363443009609,0.01222419554512765,0,0,0,0.01452441861699806,-0.05222303370034859,0.06557272472544814
5.819111299514796,0.06952301716803481,0.1029363443009609,0.01222419554512765,0,0,0,-0.006800651729800905,-0.02450035247447236,0.02822313244223362
5.844111299514796,0.06952301716803481,0.1029363443009609,0.01222419554512765,0,0,0,-0.01634894618777805,0.01235773234256601,-0.01519058553300206
5.869111299514796,0.06952301716803481,0.1029363443009609,0.01222419554512765,0,0,0,0.006465582213222271,-0.04952424842646057,0.02347720307099363
5.894111299514797,0.06952301716803481,0.1029363443009609,0.01222419554512765,0,0,0,0.03340992663891178,-0.03231324839704072,0.05017615994157359
5.919111299514797,0.06952301716803481,0.1029363443009609,0.01222419554512765,0,0,0,0.03679974350060801,-0.008733870664752813,0.06449400078167236
5.944111299514797,0.06952301716803481,0.1029363443009609,0.01222419554512765,0,0,0,0.04029786249974522,-0.04242762206752089,0.04931145324166773
5.969111299514798,0.06952301716803481,0.1029363443009609,0.01222419554512765,0,0,0,0.03824914140119071,-0.02849345284529748,0.04489827012161975
5.994111299514798,0.06952301716803481,0.1029363443009609,0.01222419554512765,0,0,0,0.03159282203507648,-0.009017881122261378,0.03469923455893725
6.019111299514798,0.06952301716803481,0.1029363443009609,0.01222419554512765,0,0,0,0.03850529435593741,0.03430570960604799,0.05507591348441689
6.044111299514799,0.06952301716803481,0.1029363443009609,0.01222419554512765,0,0,0,0.04708776032330671,0.02887014233689241,0.06074610385021851
6.069111299514799,0.06952301716803481,0.1029363443009609,0.01222419554512765,0,0,0,0.039458999098151,0.02180900070486471,0.07175874855364743
6.094111299514799,0.06952301716803481,0.1029363443009609,0.01222419554512765,0,0,0,0.0318302378729953,0.01474785907283701,0.08277139325707634
6.1191112995148,0.06952301716803481,0.1029363443009609,0.01222419554512765,0,0,0,0.01877440135552047,-0.009579518176096277,0.1046085475750412
6.1441112995148,0.07261415271007213,0.1050793552358123,0.009591261106852548,-0.1571398856107531,0.04107306493361432,0.08572043739405324,0.07238679363755798,-0.04738597973354716,0.1935156308767289
6.169111299514801,0.07560857161313723,0.1073447081360233,0.006971849399975194,-0.1544813947162724,0.03821097091111573,0.09061411600844101,0.008438910270205997,-0.08957543428522305,0.2511454174158514
6.194111299514801,0.07852190160246128,0.1097729314749426,0.004389357475446536,-0.1514135126860928,0.03639722576211946,0.09712893355677063,0.02661358580056627,-0.04911046774917206,0.3195751332434623
6.219111299514801,0.08131620797708816,0.1124424473155378,0.001852517275880063,-0.1471904837825418,0.03353940347304316,0.1067806336238043,0.07511001505599449,-0.0923411997241855,0.4501293997215536
6.244111299514802,0.08405599712982204,0.1156422664480926,-0.0004939047276153434,-0.1396972153190788,0.03611250952198328,0.1279927653021928,0.2096004565109586,0.124806485712421,0.9222430222572382
6.269111299514802,0.08718252429113459,0.1193307418176225,-0.002629095258486089,-0.141627065883128,0.05363311774461522,0.1475390147811936,-0.1655764693707861,0.729019328975359,0.8684126206543602
6.294111299514802,0.0909318006317392,0.1235464781584248,-0.004561301340910939,-0.1492325334367871,0.07870476758825207,0.1686294536320871,-0.3955968190862541,1.044442021457114,0.9429468501873036
6.319111299514803,0.09525074222269578,0.128247205432025,-0.006551354698834164,-0.1641761646813433,0.09606194399493118,0.1880290909440063,-0.6962075206977697,0.7491927669453983,0.8880353827677815
6.344111299514803,0.1001117189155201,0.1334082087665487,-0.008703047330546844,-0.1818908343627709,0.1101359401743601,0.2064401333809482,-0.8173091769655034,0.6277401549835154,0.8603704073907579
6.369111299514803,0.1059520098102183,0.1391250385662129,-0.01066155376608151,-0.1979837308418721,0.1466766328707223,0.2286731919865624,-0.7630594274111485,1.542309416095212,1.02602003761513
6.394111299514804,0.111886913565349,0.1454493623249643,-0.01185336153777815,-0.175006912509217,0.1673384651828026,0.2529729503500542,0.8018918573601495,0.9251260734741662,1.123307044117044
6.419111299514804,0.1173666395884282,0.1520625465463078,-0.01243542698719659,-0.1445860555401636,0.166375444414145,0.2645273688537358,1.116429122199059,0.06632064165798135,0.624757603200111
6.444111299514804,0.1227573509195158,0.1589133327037491,-0.01242232335910626,-0.1230290369880064,0.1770868731275665,0.2740314462976489,0.7782052524785812,0.5363612365922539,0.5493598184595028
6.469111299514805,0.1279591332606458,0.1658913271336458,-0.01206533539931432,-0.1074245766680791,0.178766686528467,0.2791197771958644,0.5517777861472263,0.178989527655891,0.3773143911802372
6.494111299514805,0.1328739338315706,0.1729715759108998,-0.0112670417845848,-0.08637959564880986,0.1794620439290599,0.2832099510901529,0.7809126124359167,0.1403574849008146,0.3402716826371667
6.519111299514806,0.1375052258632162,0.1801117395882499,-0.01015197245049976,-0.06949808115088946,0.1774193042480592,0.2856065470940028,0.6262891565488756,0.03041030030587886,0.2745664877886198
6.544111299514806,0.1418908326774508,0.1872829363717603,-0.008906682347830978,-0.05960081528505742,0.1723444635825044,0.2868478713404113,0.3553321862172044,-0.09310983886723422,0.2294985273444545
6.569111299514806,0.1460490670303548,0.1944628879199166,-0.007797403622472908,-0.05885395443309629,0.161772901334896,0.2871980619262487,-0.00733999454864212,-0.3178942656667273,0.1943531803329856
6.594111299514807,0.1502352032290226,0.2015629590106436,-0.006977964423849826,-0.06899816703810448,0.1560499918098036,0.2840028436290762,-0.4459352586554808,-0.1290673213066496,0.05164301481855972
6.619111299514807,0.1546532047345636,0.2085470640336517,-0.006639930360890271,-0.09009591422574866,0.1526287429317318,0.2793642009203189,-0.8938917949145722,-0.03987367658152402,-0.008555092268552951
6.644111299514807,0.1594028678505125,0.2153979409040661,-0.006849975390775497,-0.1156657617982927,0.1509533085260297,0.2740350748165707,-1.087437169059842,0.02835769911350472,-0.03930595938538876
6.669111299514808,0.1641697698745638,0.2221410736105478,-0.00754611107984176,-0.1320017678519652,0.1403861423757643,0.2697253082592646,-0.7312488911978873,-0.3311577761505253,-0.00155978723030049
6.694111299514808,0.1690876881373881,0.2287992853510272,-0.008761733323643351,-0.1524967680420821,0.1334413268213085,0.2663284696191723,-0.9091796964405873,-0.1917654167493843,0.03253617824789281
6.719111299514808,0.1743175700222401,0.2352841177652532,-0.0106691624728232,-0.1823290005365632,0.1278282298444586,0.2593932965690389,-1.298480080166772,-0.1424419393420319,-0.1122431620987624
6.744111299514809,0.1796079702506783,0.2412557399709568,-0.01350704465041739,-0.2142289293250041,0.1085035555629678,0.2388648882281381,-1.400582061140266,-0.6987396245188935,-0.664600689692641
6.769111299514809,0.1847286995064934,0.2461239527478823,-0.01790096757545818,-0.2613729955636919,0.06730260056012638,0.1947285110770198,-2.03518047316732,-1.592805931587745,-1.629234901327696
6.794111299514809,0.1902314362383976,0.2499874361813308,-0.02353467865877655,-0.310780263381642,0.05143663354029022,0.1545393373379373,-2.156041656216816,-0.5973348832074157,-1.497838962691149
6.81911129951481,0.1959001006128825,0.252832012008654,-0.02817216966301852,-0.2819096189572212,0.07969374195856899,0.1137830330929251,0.96862293029722,1.171481006240151,-1.545954477717579
6.84411129951481,0.2008748336552267,0.255314302135318,-0.03362411616729551,-0.2927269395254469,0.03828370568538503,0.09929160506655992,-0.6132239338277948,-1.619336980535825,-0.5127163728441606
6.86911129951481,0.2058964175963691,0.2579348541360071,-0.03937393596938712,-0.3035685909175958,0.03299823424739743,0.104822080027562,-0.6210016734168643,-0.189024515169754,0.2853445223326201
6.894111299514811,0.21105502577591,0.2604949837208455,-0.04554095384439544,-0.3203886242212001,0.02793717921982363,0.1024051833935315,-0.868827303106647,-0.183298382743135,-0.0315721618757432
6.919111299514811,0.2165450728784287,0.2629128789943164,-0.05202709099241413,-0.3384447026958667,0.0314981091869526,0.09671581093883844,-0.9292259888966936,0.1611097291675269,-0.1650179066088411
6.944111299514812,0.222045338213031,0.2652758934917548,-0.05859108816031546,-0.3412321181223209,0.03005005284093741,0.09452057989753451,-0.3250277783445067,-0.03858593088488974,-0.027729322248191
6.969111299514812,0.2274957185344043,0.2675642494394618,-0.06517348655924585,-0.3406931080014174,0.02799266132575117,0.09153423790827911,-0.1926771283334762,-0.06406062922105497,-0.06100163281486286
6.994111299514812,0.2274957185344043,0.2675642494394618,-0.06517348655924585,0,0,0,-0.1030558775011065,-0.08021265353909196,-0.02729602209018854
7.019111299514813,0.2274957185344043,0.2675642494394618,-0.06517348655924585,0,0,0,-0.05364586592116041,-0.09620409565445269,-0.0006453888146021394
7.044111299514813,0.2274957185344043,0.2675642494394618,-0.06517348655924585,0,0,0,-0.04296224897934388,-0.08315052196013681,-0.01169172576446249
7.069111299514813,0.2274957185344043,0.2675642494394618,-0.06517348655924585,0,0,0,-0.04243652599239935,-0.004899257392833603,-0.03859248115774255
7.094111299514814,0.2274957185344043,0.2675642494394618,-0.06517348655924585,0,0,0,-0.01279106634487122,0.01094201355831722,-0.03158102419197307
7.119111299514814,0.2274957185344043,0.2675642494394618,-0.06517348655924585,0,0,0,-0.05805890479435366,-0.01672913484965844,-0.05236763380954809
7.144111299514814,0.2274957185344043,0.2675642494394618,-0.06517348655924585,0,0,0,-0.05354145455707066,-0.008036400918910816,-0.04250860054833325
7.169111299514815,0.2274957185344043,0.2675642494394618,-0.06517348655924585,0,0,0,-0.02867725198670668,0.01713599733672498,-0.0139977774973228
7.194111299514815,0.2274957185344043,0.2675642494394618,-0.06517348655924585,0,0,0,-0.03172836147909916,0.07338931740031837,-0.03777195907863333
7.219111299514815,0.2274957185344043,0.2675642494394618,-0.06517348655924585,0,0,0,-0.01561522611310542,0.05172942523777584,-0.005273102210743612
7.244111299514816,0.2274957185344043,0.2675642494394618,-0.06517348655924585,0,0,0,-0.002127323528960412,0.02762006164080902,0.0111602277337858
7.269111299514816,0.2274957185344043,0.2675642494394618,-0.06517348655924585,0,0,0,-0.01052216366250797,0.06007520424469001,-0.006861911286435311
7.294111299514817,0.2274957185344043,0.2675642494394618,-0.06517348655924585,0,0,0,-0.0102335473764075,0.06392626259358954,-0.003982103421329417
7.319111299514817,0.2274957185344043,0.2675642494394618,-0.06517348655924585,0,0,0,-0.00998132094376135,0.0356182701791915,-0.001685945129150226
7.344111299514817,0.2274957185344043,0.2675642494394618,-0.06517348655924585,0,0,0,0.003293784272251617,0.004702537059879538,0.01979205335025277
7.369111299514818,0.2274957185344043,0.2675642494394618,-0.06517348655924585,0,0,0,0.05290634114517275,-0.07233029984336656,0.1129475033676589
7.394111299514818,0.2274957185344043,0.2675642494394618,-0.06517348655924585,0,0,0,0.02416854262754001,-0.04079774655257587,0.152050211518734
7.419111299514818,0.2316804140969973,0.2694814076668316,-0.07031146798853634,-0.2643370081108207,0.01956513056254915,0.07668632909478855,0.005545868689988184,-0.03441671824916457,0.249674954175914
7.444111299514819,0.2357569999871071,0.2716123457764485,-0.07538395656989431,-0.2597132480033739,0.01751963171571687,0.08523752438467445,0.02031177556581572,-0.07016919263977756,0.3929187364444016
7.469111299514819,0.2396450965872357,0.2740559829385288,-0.08038199314430489,-0.252954810572273,0.01304329107501195,0.09774548648320953,0.1092747648555826,-0.1694518028266556,0.5578054742425449
7.494111299514819,0.2435916515165664,0.277012290909976,-0.08509720256061176,-0.245018398379178,0.02143775863905736,0.1182523188578871,0.1610103734236377,0.3466114665494878,0.8881324021349006
7.51911129951482,0.247783685142102,0.2804710944188041,-0.08952282267395328,-0.2411433882396535,0.03612037093764286,0.138352140353125,0.002265035343115812,0.6053872834606915,0.884609185816656
7.54411129951482,0.25243670820473,0.284420465768714,-0.09371919710611064,-0.2441829839984916,0.05648859636712977,0.1579748539963944,-0.2740567420266755,0.8438235805490265,0.8780043307948687
7.56911129951482,0.2575456765531821,0.28871658099308,-0.0978647001277981,-0.252956789022308,0.07260624979167096,0.1718446089746335,-0.5071364782492817,0.6852633129394514,0.6584081698855136
7.594111299514821,0.2629207306694525,0.293507150406573,-0.1016752913564813,-0.2480673871374679,0.08900264638039151,0.1916227765397184,0.03817145176800396,0.7066278396069087,0.9053156973452685
7.619111299514821,0.2682044496164414,0.2990038041930075,-0.105093338470756,-0.2331022500154472,0.09499743267902885,0.2198661514573783,0.4474384769000135,0.2975979702125701,1.25901071416563
7.644111299514821,0.2740206576147219,0.3051651788535807,-0.1078603732784392,-0.2239476283346544,0.1273698203390052,0.2464549864229225,0.2225954607658642,1.364755675695136,1.210055517061046
7.669111299514822,0.2797431772968625,0.3116846765622828,-0.109939457215957,-0.1992408225897478,0.1400528795295819,0.2607799083480807,0.8553209232325251,0.5913374140513465,0.7323526955481775
7.694111299514822,0.2852816801520821,0.3183554296590457,-0.1114190556486954,-0.1753664969371365,0.1477475969046403,0.2668301238705101,0.8372842459152771,0.3982057403824926,0.4077656092704663
7.719111299514823,0.2907526340281864,0.3250958879745082,-0.1123417473961028,-0.1555558926640395,0.1582866970335886,0.269618332618496,0.6884596984233533,0.5177094910366561,0.2800620682629144
7.744111299514823,0.2961412923710021,0.3318790220565929,-0.1127919172518282,-0.1381749350727272,0.1664095968777271,0.2713253632833835,0.6029581451549073,0.4269244403987346,0.2382271950888883
7.769111299514823,0.3015701493801646,0.3386443553828463,-0.1129100105751005,-0.1282052191647243,0.1753331597651127,0.2706133330501337,0.315101121996047,0.4643063764540689,0.1417773541955326
7.794111299514824,0.3069561733631418,0.3453566033389274,-0.1128389269640281,-0.1210202504677184,0.1782610179951868,0.268489918243239,0.209100647484978,0.2282015004711468,0.08443117160255542
7.819111299514824,0.3124192309043707,0.3520037085033232,-0.112681857478542,-0.1199646018246755,0.1827565701810045,0.2658842065758322,-0.03348323515114163,0.293241439817355,0.06365356773390646
7.844111299514824,0.3179950517555835,0.3585471166076154,-0.1125910692439547,-0.1247207955791074,0.1849366275768161,0.2617363241716824,-0.2671195154885357,0.2027188959422049,-0.0001550095147459379
7.869111299514825,0.3236979905590204,0.3649440467486665,-0.1127227542117547,-0.1349280097201986,0.184010312959166,0.2558772056420424,-0.4898613208472549,0.07885789841280492,-0.07174831123938019
7.894111299514825,0.3297227045773917,0.3711760026605505,-0.1131618131696531,-0.1523775856521317,0.1875233164849064,0.249278236475356,-0.788244607989799,0.2572432731449921,-0.1052562408764517
7.919111299514825,0.336142181396489,0.3771767092813064,-0.1139001535937417,-0.171233340782091,0.1936152621696867,0.2400282648302303,-0.8558976665710536,0.3634185053404319,-0.216275533997168
7.944111299514826,0.3427268260580372,0.3829881474926647,-0.1149695235432854,-0.1858720506942194,0.1914506114465824,0.2324575284543317,-0.6977386707565933,0.0343884704945982,-0.1543906131612109
7.969111299514826,0.349436903552685,0.3887687126680395,-0.1165082235012151,-0.2041362674308133,0.1848154874217838,0.231222607014987,-0.8530959155456685,-0.1471950491880854,0.09627554842791311
7.994111299514826,0.3560713588977771,0.3943976100479113,-0.1188762884198432,-0.2296031360111904,0.1633412581976662,0.2251558951948703,-1.15494079742761,-0.7495902525080416,-0.09928998971077412
8.019111299514826,0.3628741204950007,0.3994424867345096,-0.122490090204129,-0.2743112769066065,0.1403307851381891,0.2017950674639361,-1.946638272769253,-0.8250155746738698,-0.8002997504462001
8.044111299514826,0.3695026398928416,0.4034687204701904,-0.1276121891199622,-0.3197849146600994,0.1000733485681486,0.1610493494272295,-2.005590170977648,-1.534770723804443,-1.515835442115609
8.069111299514827,0.376553175040716,0.4067649525897277,-0.1338205058912827,-0.3650721648013399,0.08903652786588907,0.1318492847814894,-2.026648626649105,-0.3820609866256844,-1.075983874015224
8.094111299514827,0.3830513304125374,0.4095007594860167,-0.1412799200798607,-0.3934508589685895,0.04226860316851899,0.1094322758515575,-1.373449702502704,-1.82946541618621,-0.8208779607334045
8.119111299514827,0.3879340767318402,0.4118449757149619,-0.1501723099347671,-0.4034485624585346,-0.04352644909281175,0.09376864915780801,-0.6502666242095156,-3.432197262530125,-0.5627063017913547
8.144111299514828,0.3928530687198492,0.4142374813465168,-0.1594510003228392,-0.4169472763423395,-0.05118488784765017,0.09570022526219665,-0.797688808966774,-0.3360926060442429,0.13678767050283
8.169111299514828,0.3977827764011923,0.4165743120536622,-0.169221119489645,-0.4333089489300211,-0.06208823518577036,0.09347322828581375,-0.9215882670911879,-0.4717204263636593,-0.0296480638405054
8.194111299514828,0.4028550672391535,0.4188380525935664,-0.1791285222925373,-0.4410765827300501,-0.06055635059159315,0.09054962159616774,-0.585407316623975,0.02274465853947483,-0.05913059550677841
8.219111299514829,0.4079598106605895,0.4210046230486955,-0.1892126215682456,-0.4476145241707693,-0.06353880320738381,0.08666281820516079,-0.5407139436709152,-0.1582845486136402,-0.09979806098283593
8.244111299514829,0.4079598106605895,0.4210046230486955,-0.1892126215682456,0,0,0,-0.1684032256054944,-0.02101072332831969,-0.04196276569006911
