DataType=double
version=3
OpenSimVersion=4.2
endheader
time,chest_x,chest_y,chest_z,humerus_x,humerus_y,humerus_z,radius_x,radius_y,radius_z
1603806803915,10.52114,1.27739,5.289912,10.34491,1.507865,4.973355,10.59073,1.549013,4.885831
1603806803926,10.52085,1.277297,5.290047,10.34478,1.507923,4.973403,10.59068,1.549069,4.885821
1603806803937,10.52088,1.277361,5.290015,10.34475,1.507944,4.97341,10.59069,1.549127,4.885791
1603806803949,10.52077,1.277316,5.290056,10.3447,1.507958,4.973415,10.5906,1.549196,4.885858
1603806803960,10.5208,1.277364,5.290026,10.34452,1.507936,4.973453,10.59043,1.549154,4.88598
1603806803971,10.52059,1.277332,5.290171,10.34447,1.507979,4.973501,10.5904,1.549156,4.885944
1603806803982,10.52059,1.277387,5.290125,10.34439,1.507984,4.973474,10.59037,1.549284,4.885949
1603806803993,10.52015,1.277143,5.290494,10.34431,1.50797,4.97351,10.59037,1.549375,4.885847
1603806804004,10.52016,1.277214,5.290456,10.34421,1.507999,4.973518,10.59029,1.549368,4.885791
1603806804016,10.5203,1.277378,5.29037,10.34416,1.50801,4.973511,10.59028,1.549267,4.885836
1603806804026,10.52028,1.277449,5.290425,10.34409,1.508017,4.9735,10.59018,1.549255,4.885792
1603806804038,10.52029,1.277495,5.290401,10.344,1.508013,4.973479,10.59012,1.549314,4.885759
1603806804049,10.51994,1.277413,5.29065,10.34391,1.507994,4.973447,10.59002,1.549343,4.885738
1603806804060,10.51993,1.27746,5.290622,10.34384,1.50793,4.973402,10.59001,1.54937,4.885607
1603806804071,10.52017,1.277585,5.290312,10.34375,1.507881,4.973394,10.58993,1.549394,4.885559
1603806804082,10.52017,1.277645,5.290256,10.34367,1.5078,4.973366,10.58992,1.549417,4.885461
1603806804093,10.5201,1.277708,5.290276,10.34361,1.507775,4.973312,10.58982,1.549373,4.885395
1603806804104,10.52022,1.277852,5.290075,10.34352,1.507738,4.973279,10.58969,1.549372,4.885335
1603806804116,10.52024,1.277927,5.290015,10.34349,1.507683,4.973154,10.58957,1.54941,4.885259
1603806804127,10.52041,1.278066,5.289838,10.34338,1.507653,4.973096,10.58944,1.549464,4.885219
1603806804137,10.52042,1.278142,5.289783,10.34325,1.507616,4.973027,10.58926,1.5495,4.885153
1603806804148,10.5205,1.278245,5.289666,10.34316,1.50758,4.972955,10.58909,1.549527,4.885135
1603806804160,10.52051,1.278325,5.2896,10.3431,1.507514,4.972927,10.58896,1.549575,4.885071
1603806804171,10.52048,1.278361,5.289598,10.34299,1.507517,4.972929,10.58875,1.549628,4.88503
1603806804182,10.5205,1.278444,5.28953,10.34286,1.507506,4.972855,10.58861,1.549669,4.88497
1603806804193,10.52013,1.278267,5.289861,10.34265,1.507497,4.972815,10.58849,1.549701,4.884953
1603806804204,10.52012,1.278356,5.289792,10.34253,1.507492,4.972761,10.58839,1.549735,4.884875
1603806804215,10.51998,1.278404,5.289862,10.34241,1.507509,4.972745,10.58822,1.549735,4.884821
1603806804226,10.51993,1.278483,5.289793,10.3423,1.50748,4.972674,10.58806,1.549703,4.884761
1603806804237,10.51988,1.278543,5.289733,10.34215,1.507394,4.972701,10.58794,1.549739,4.884692
1603806804249,10.51995,1.27867,5.289546,10.34209,1.507351,4.972562,10.588,1.549735,4.884449
1603806804260,10.51999,1.278689,5.289499,10.34198,1.507303,4.972497,10.5879,1.549755,4.884363
1603806804271,10.52011,1.278845,5.289279,10.34195,1.507295,4.972421,10.58772,1.54969,4.884315
1603806804282,10.52005,1.278848,5.289188,10.34186,1.50727,4.972394,10.58761,1.549678,4.884242
1603806804293,10.51996,1.278991,5.289114,10.34181,1.507177,4.972326,10.58744,1.549622,4.88421
1603806804304,10.51995,1.279072,5.289066,10.34172,1.50714,4.972278,10.58731,1.54961,4.884169
1603806804316,10.5199,1.279101,5.289022,10.34157,1.507092,4.972178,10.58721,1.549618,4.884008
1603806804326,10.52006,1.27918,5.288867,10.34148,1.507008,4.9721,10.58713,1.549609,4.883941
1603806804337,10.52008,1.279204,5.288774,10.34139,1.506942,4.972043,10.58694,1.549684,4.88392
1603806804348,10.52027,1.279322,5.2886,10.34133,1.506912,4.972036,10.58686,1.549617,4.883837
1603806804360,10.52023,1.279373,5.288554,10.34124,1.506882,4.97199,10.58677,1.549608,4.883782
1603806804370,10.52058,1.279613,5.28815,10.34113,1.506855,4.97192,10.58665,1.549552,4.883711
1603806804382,10.52053,1.279647,5.288084,10.34115,1.506854,4.971782,10.58657,1.549517,4.883659
1603806804393,10.5206,1.279701,5.287876,10.34106,1.506815,4.971684,10.58642,1.549446,4.883708
1603806804404,10.52039,1.279669,5.287925,10.34092,1.506781,4.971653,10.58634,1.549398,4.883657
1603806804415,10.52036,1.279669,5.287848,10.34087,1.506695,4.971569,10.58618,1.549345,4.883606
1603806804426,10.52045,1.279671,5.287643,10.34073,1.506671,4.971537,10.58602,1.549356,4.883594
1603806804437,10.52041,1.279651,5.287555,10.3406,1.506539,4.971508,10.58593,1.549314,4.883551
1603806804448,10.52056,1.279776,5.28724,10.3404,1.50652,4.97155,10.58583,1.549231,4.883471
1603806804459,10.52054,1.279793,5.28714,10.34031,1.506414,4.971562,10.58584,1.549078,4.883406
1603806804471,10.52016,1.279722,5.287289,10.34026,1.506334,4.971484,10.58576,1.548961,4.883368
1603806804482,10.52011,1.279759,5.287217,10.34017,1.506261,4.971443,10.58568,1.548876,4.883316
1603806804493,10.51972,1.27956,5.2875,10.34011,1.506234,4.971416,10.58563,1.548762,4.883275
1603806804504,10.51977,1.279571,5.287432,10.33996,1.506245,4.971419,10.5855,1.548675,4.883212
1603806804515,10.51965,1.279625,5.287456,10.3399,1.506244,4.971361,10.58546,1.548619,4.883166
1603806804526,10.5197,1.279673,5.287353,10.33976,1.506254,4.971338,10.58536,1.548552,4.883131
1603806804538,10.51962,1.279702,5.287305,10.33954,1.50614,4.971334,10.58531,1.548513,4.883085
1603806804548,10.51927,1.279581,5.28758,10.33945,1.506092,4.971291,10.58534,1.548443,4.882989
1603806804559,10.51925,1.279546,5.287515,10.33937,1.505986,4.971223,10.58531,1.548368,4.882917
1603806804570,10.5192,1.279546,5.287431,10.33932,1.5059,4.971139,10.58525,1.548318,4.882872
1603806804582,10.51915,1.279505,5.287345,10.33932,1.505867,4.971138,10.58522,1.548267,4.882819
1603806804592,10.51894,1.279438,5.287412,10.33927,1.505812,4.971132,10.58519,1.548178,4.882677
1603806804604,10.51883,1.27938,5.287468,10.33925,1.505754,4.971084,10.5852,1.548132,4.882619
1603806804615,10.51878,1.279416,5.287449,10.33924,1.50565,4.970992,10.58516,1.548054,4.882576
1603806804626,10.51875,1.279461,5.28747,10.33936,1.505632,4.97083,10.58511,1.548021,4.882589
1603806804637,10.51871,1.279503,5.287455,10.33934,1.505606,4.970726,10.58494,1.547931,4.882648
1603806804649,10.51878,1.279526,5.287383,10.33933,1.505575,4.970698,10.58505,1.547868,4.882581
1603806804660,10.51876,1.279518,5.287346,10.33931,1.505526,4.970656,10.58504,1.547797,4.882563
1603806804671,10.51859,1.279457,5.287386,10.33943,1.505447,4.970636,10.58502,1.547712,4.882586
1603806804682,10.51854,1.279415,5.287374,10.33942,1.505373,4.97063,10.585,1.547652,4.882576
1603806804693,10.5183,1.279334,5.287501,10.33933,1.505165,4.970618,10.58503,1.547621,4.882561
1603806804704,10.51825,1.279354,5.287469,10.33932,1.505054,4.970606,10.58506,1.547526,4.882497
1603806804715,10.51817,1.279333,5.28747,10.33929,1.504936,4.970607,10.58504,1.547475,4.882562
1603806804726,10.51793,1.279159,5.287654,10.33929,1.504862,4.97058,10.58506,1.547421,4.882565
1603806804738,10.51788,1.279156,5.287651,10.33917,1.504848,4.970557,10.585,1.547332,4.882602
1603806804749,10.5176,1.279142,5.287829,10.33916,1.504814,4.970511,10.585,1.547343,4.882699
1603806804759,10.51754,1.279147,5.287836,10.33921,1.504799,4.970499,10.58489,1.547155,4.882847
1603806804772,10.51747,1.279117,5.287827,10.33916,1.504733,4.970486,10.585,1.547038,4.882701
1603806804782,10.51741,1.279103,5.287826,10.33915,1.504695,4.970482,10.58501,1.546982,4.882732
1603806804792,10.51741,1.279101,5.2878,10.33916,1.504679,4.970481,10.58502,1.546964,4.882768
1603806804804,10.51735,1.279068,5.287816,10.33914,1.504615,4.970453,10.58501,1.546889,4.882758
1603806804815,10.51748,1.279101,5.287522,10.33914,1.504534,4.970409,10.58494,1.546843,4.882878
1603806804826,10.51748,1.279151,5.2875,10.33916,1.504421,4.970368,10.58494,1.54683,4.882938
1603806804837,10.51743,1.279131,5.287477,10.33916,1.504275,4.970268,10.58489,1.54669,4.883025
1603806804849,10.51735,1.279091,5.287479,10.33918,1.504126,4.970226,10.58483,1.546658,4.883038
1603806804859,10.51731,1.279074,5.28747,10.3392,1.50398,4.970209,10.5848,1.546618,4.883072
1603806804870,10.51703,1.278967,5.287657,10.33909,1.50388,4.970249,10.58482,1.546676,4.88309
1603806804882,10.517,1.278957,5.287693,10.33911,1.503704,4.97023,10.58481,1.54665,4.883123
1603806804893,10.51714,1.279077,5.287573,10.33918,1.503585,4.970165,10.58488,1.546627,4.883218
1603806804903,10.5171,1.279081,5.287587,10.33908,1.503438,4.970223,10.58489,1.546549,4.883259
1603806804915,10.51709,1.279107,5.287549,10.3392,1.503196,4.970166,10.58499,1.546529,4.883284
1603806804926,10.51709,1.279073,5.287475,10.33919,1.503074,4.97021,10.58503,1.546455,4.883289
1603806804937,10.51708,1.27905,5.287489,10.33922,1.502955,4.970229,10.58503,1.546369,4.883349
1603806804948,10.51715,1.279068,5.287385,10.33917,1.502866,4.970227,10.58507,1.546278,4.883351
1603806804959,10.51712,1.279059,5.287412,10.33917,1.502808,4.970235,10.5851,1.546218,4.883408
1603806804970,10.51674,1.278906,5.287667,10.33919,1.502727,4.970237,10.58515,1.546106,4.88338
1603806804981,10.51671,1.278898,5.287732,10.33916,1.502729,4.970181,10.5851,1.546101,4.88346
1603806804993,10.51679,1.27897,5.287662,10.33912,1.50274,4.970173,10.58516,1.54607,4.883543
1603806805005,10.51676,1.278954,5.287688,10.33912,1.502774,4.970149,10.58516,1.54605,4.883646
1603806805015,10.51678,1.278864,5.287666,10.33909,1.502848,4.970124,10.5852,1.546025,4.883706
1603806805026,10.51656,1.278856,5.287781,10.33908,1.502903,4.970229,10.58525,1.546027,4.883759
1603806805037,10.51651,1.278869,5.2878,10.33908,1.502955,4.970274,10.58529,1.546044,4.88379
1603806805048,10.51657,1.278893,5.28776,10.3391,1.503021,4.970264,10.58539,1.546173,4.883877
1603806805059,10.51653,1.278885,5.287779,10.33911,1.503098,4.970237,10.58543,1.546216,4.883895
1603806805070,10.51684,1.279058,5.287437,10.33906,1.503258,4.97022,10.58549,1.546274,4.883952
1603806805081,10.51692,1.279028,5.287448,10.33904,1.50329,4.970196,10.5855,1.546365,4.883977
1603806805092,10.51684,1.27897,5.287559,10.33909,1.503311,4.970228,10.58548,1.546354,4.883992
1603806805103,10.51657,1.278899,5.287812,10.33907,1.503293,4.970266,10.5855,1.546369,4.883969
1603806805115,10.51643,1.278927,5.287864,10.33898,1.503305,4.970326,10.58531,1.54631,4.884099
1603806805126,10.5162,1.278798,5.288038,10.339,1.503275,4.970339,10.5853,1.546301,4.88407
1603806805137,10.51616,1.278755,5.288061,10.33897,1.503246,4.970295,10.5853,1.546278,4.884034
1603806805148,10.51623,1.278685,5.287984,10.33898,1.503169,4.970313,10.58521,1.546191,4.884081
1603806805159,10.51626,1.278623,5.287963,10.33897,1.503025,4.970391,10.58522,1.546165,4.884092
1603806805170,10.51645,1.278711,5.287794,10.33891,1.502959,4.970467,10.5852,1.546115,4.884149
1603806805181,10.51645,1.278702,5.287795,10.33902,1.502826,4.970462,10.58522,1.546107,4.884177
1603806805193,10.5165,1.278728,5.287773,10.33904,1.502793,4.970453,10.58519,1.546094,4.884304
1603806805203,10.51649,1.278741,5.287798,10.33906,1.502764,4.970434,10.58521,1.546069,4.884361
1603806805215,10.51641,1.278707,5.287864,10.33904,1.502758,4.970466,10.58529,1.546041,4.884269
1603806805225,10.51677,1.278857,5.287631,10.33906,1.502716,4.970465,10.58532,1.545937,4.884303
1603806805237,10.51683,1.278867,5.287601,10.33908,1.502626,4.970465,10.58538,1.545856,4.884383
1603806805248,10.51651,1.278724,5.287834,10.33903,1.502469,4.970489,10.58541,1.545757,4.884447
1603806805259,10.51653,1.278687,5.287848,10.33907,1.502268,4.970479,10.58549,1.54561,4.884496
1603806805270,10.51644,1.278445,5.28788,10.33902,1.502069,4.970449,10.58555,1.545457,4.884554
1603806805281,10.51644,1.27838,5.287897,10.33907,1.501762,4.970448,10.58568,1.545285,4.884628
1603806805292,10.51645,1.278345,5.287966,10.33915,1.501381,4.970486,10.58583,1.545099,4.884752
1603806805303,10.51646,1.278304,5.287961,10.33925,1.500957,4.970453,10.58606,1.544788,4.884766
1603806805314,10.5163,1.278019,5.288083,10.33942,1.500646,4.970482,10.58633,1.544619,4.884841
1603806805326,10.51644,1.278082,5.288117,10.33963,1.500025,4.970357,10.5867,1.544382,4.884971
1603806805337,10.51649,1.278082,5.288015,10.33984,1.499197,4.970181,10.58718,1.543991,4.885113
1603806805348,10.51679,1.278279,5.28769,10.34032,1.498232,4.969941,10.58759,1.543625,4.885394
1603806805359,10.51681,1.278275,5.28757,10.34067,1.49724,4.969842,10.58818,1.543183,4.885635
1603806805370,10.51661,1.278221,5.287763,10.34115,1.496168,4.969862,10.58875,1.542729,4.885852
1603806805382,10.51666,1.278168,5.287665,10.34174,1.495093,4.970036,10.58938,1.542302,4.886213
1603806805392,10.51638,1.27804,5.287826,10.34228,1.494194,4.970193,10.58989,1.541845,4.886594
1603806805404,10.51638,1.277958,5.287762,10.34289,1.49333,4.970262,10.59058,1.541353,4.886886
1603806805415,10.51626,1.277746,5.287804,10.34323,1.492528,4.970266,10.59141,1.540868,4.887293
1603806805426,10.51621,1.277646,5.287894,10.34383,1.491652,4.970151,10.59221,1.54025,4.887877
1603806805437,10.51624,1.277576,5.287884,10.34445,1.490718,4.969998,10.59321,1.539577,4.888398
1603806805448,10.51624,1.277491,5.287758,10.34507,1.489726,4.96987,10.5941,1.538894,4.888847
1603806805459,10.51628,1.277486,5.287658,10.34572,1.488367,4.969684,10.59529,1.538054,4.889509
1603806805470,10.51646,1.27762,5.287206,10.34643,1.486999,4.9695,10.59641,1.537099,4.890233
1603806805481,10.51646,1.277609,5.287035,10.34726,1.485333,4.969357,10.5979,1.535896,4.890882
1603806805492,10.51672,1.277806,5.286414,10.34823,1.483296,4.969295,10.59948,1.534555,4.891514
1603806805504,10.5167,1.277805,5.286122,10.34921,1.480989,4.969383,10.60109,1.533168,4.892237
1603806805515,10.517,1.277907,5.285489,10.34882,1.479302,4.970163,10.60301,1.531376,4.89325
1603806805526,10.51732,1.277986,5.284944,10.35023,1.476479,4.970396,10.60487,1.52986,4.893972
1603806805537,10.51726,1.277902,5.284578,10.35208,1.473521,4.970762,10.60699,1.528232,4.894936
1603806805548,10.51708,1.277735,5.284459,10.35427,1.470544,4.970999,10.60925,1.526603,4.895954
1603806805559,10.51692,1.277602,5.284279,10.35615,1.467739,4.971572,10.61146,1.525047,4.897079
1603806805570,10.51676,1.277488,5.284033,10.35826,1.464989,4.97166,10.6139,1.523659,4.898145
1603806805581,10.51658,1.277361,5.283911,10.36024,1.462336,4.972188,10.61646,1.522113,4.899322
1603806805592,10.51657,1.277318,5.283611,10.3625,1.459653,4.972438,10.61908,1.520854,4.90073
1603806805603,10.51646,1.277206,5.283502,10.36469,1.457145,4.972822,10.62175,1.519608,4.902002
1603806805614,10.51663,1.277275,5.283065,10.36706,1.454779,4.973155,10.62443,1.518681,4.903642
1603806805625,10.51672,1.277417,5.282777,10.36926,1.452479,4.973572,10.62727,1.517694,4.90483
1603806805637,10.51661,1.277432,5.282693,10.3716,1.450655,4.974056,10.63018,1.517034,4.906293
1603806805648,10.51708,1.277768,5.282076,10.37391,1.448858,4.974509,10.63299,1.5163,4.907815
1603806805659,10.51696,1.27781,5.281977,10.3764,1.447242,4.974912,10.63594,1.515973,4.90947
1603806805670,10.51745,1.278049,5.281365,10.3789,1.44571,4.975387,10.63888,1.515892,4.911232
1603806805681,10.51738,1.27805,5.281203,10.38139,1.444201,4.975926,10.64186,1.515702,4.912725
1603806805692,10.51793,1.278327,5.280453,10.38393,1.4427,4.976462,10.64479,1.515918,4.914405
1603806805703,10.51788,1.278292,5.280248,10.387,1.441096,4.976754,10.64783,1.516036,4.916006
1603806805714,10.51784,1.278227,5.280003,10.38939,1.439821,4.977449,10.65089,1.516383,4.917867
1603806805725,10.51844,1.278592,5.279253,10.39185,1.438522,4.978848,10.654,1.516809,4.919408
1603806805737,10.51841,1.278574,5.279109,10.39477,1.43715,4.979765,10.65712,1.517389,4.921227
1603806805747,10.51859,1.278736,5.278819,10.39718,1.435906,4.980982,10.66013,1.518142,4.922899
1603806805759,10.51854,1.278753,5.278776,10.40006,1.434722,4.982052,10.66318,1.518878,4.924739
1603806805770,10.51906,1.279048,5.278105,10.40288,1.433557,4.983043,10.66616,1.519815,4.926479
1603806805781,10.51904,1.279075,5.278076,10.40581,1.432483,4.984191,10.66914,1.520878,4.928156
1603806805792,10.51909,1.279208,5.278047,10.40862,1.431468,4.985277,10.67208,1.522238,4.930005
1603806805804,10.51908,1.279237,5.278045,10.4116,1.430559,4.986507,10.67508,1.523445,4.931738
1603806805814,10.51897,1.279232,5.278066,10.41455,1.429559,4.987655,10.67806,1.524903,4.934054
1603806805826,10.51887,1.279186,5.278104,10.41748,1.42882,4.988879,10.68084,1.526349,4.936069
1603806805836,10.51884,1.279253,5.278099,10.42042,1.428267,4.990091,10.68369,1.528105,4.938356
1603806805848,10.51866,1.279193,5.278224,10.42334,1.42773,4.991356,10.6865,1.529914,4.940271
1603806805859,10.51863,1.279283,5.278267,10.4263,1.427629,4.992661,10.68947,1.531894,4.942573
1603806805870,10.51873,1.279361,5.278031,10.4294,1.427339,4.993868,10.69245,1.533973,4.94471
1603806805881,10.51871,1.279386,5.278064,10.43241,1.427464,4.995073,10.69544,1.535862,4.946927
1603806805893,10.51876,1.279419,5.278069,10.43542,1.427562,4.996274,10.69849,1.537869,4.949145
1603806805904,10.5188,1.27942,5.278106,10.43838,1.427947,4.99746,10.70131,1.540045,4.951357
1603806805916,10.51886,1.279527,5.278005,10.44146,1.428302,4.998519,10.70424,1.542286,4.953768
1603806805926,10.51884,1.279643,5.277988,10.44419,1.428873,4.999773,10.70711,1.544535,4.956117
1603806805937,10.51873,1.279684,5.278155,10.44705,1.429588,5.000888,10.70991,1.547094,4.958592
1603806805949,10.51892,1.279775,5.278101,10.44966,1.430466,5.002168,10.71274,1.549424,4.960923
1603806805960,10.51897,1.279763,5.278273,10.45237,1.431515,5.003242,10.71561,1.551925,4.963577
1603806805971,10.51905,1.279777,5.278478,10.4548,1.432581,5.00453,10.71832,1.55458,4.966007
1603806805982,10.51911,1.279787,5.278631,10.4573,1.43388,5.005497,10.72096,1.557061,4.968475
1603806805993,10.51933,1.279952,5.278649,10.45975,1.435186,5.006565,10.72366,1.559544,4.97082
1603806806004,10.51939,1.279987,5.278842,10.4622,1.436706,5.00739,10.72628,1.562036,4.973354
1603806806015,10.51949,1.280099,5.278956,10.4643,1.438225,5.008287,10.72877,1.564544,4.975798
1603806806026,10.51902,1.280015,5.279565,10.4664,1.439763,5.009027,10.73123,1.567079,4.978117
1603806806037,10.519,1.280103,5.279809,10.46851,1.441435,5.009696,10.73363,1.569478,4.980637
1603806806048,10.51906,1.280199,5.279872,10.47043,1.442924,5.010376,10.73605,1.571963,4.982945
1603806806060,10.51905,1.280221,5.280199,10.47238,1.444546,5.011041,10.73823,1.574249,4.985379
1603806806071,10.51874,1.280014,5.280752,10.47433,1.446356,5.0119,10.74054,1.576645,4.987704
1603806806082,10.51881,1.280001,5.281009,10.47613,1.447948,5.012548,10.74259,1.578863,4.990011
1603806806093,10.51859,1.279814,5.281386,10.47787,1.449506,5.013286,10.74449,1.581047,4.992457
1603806806104,10.51861,1.27982,5.281633,10.47948,1.45108,5.013971,10.74622,1.58308,4.9947
1603806806115,10.51807,1.279588,5.282425,10.48101,1.452783,5.014695,10.74807,1.585284,4.996936
1603806806126,10.51766,1.279367,5.283154,10.48254,1.454357,5.015443,10.74965,1.587291,4.999104
1603806806138,10.51777,1.279425,5.283473,10.48405,1.455774,5.016069,10.75116,1.589311,5.001417
1603806806148,10.51769,1.279328,5.283775,10.4853,1.457216,5.016749,10.75235,1.591475,5.003498
1603806806160,10.51771,1.279405,5.284142,10.48669,1.458496,5.017327,10.75352,1.593384,5.005692
1603806806170,10.51764,1.27948,5.28445,10.48795,1.45979,5.017925,10.75453,1.59531,5.008228
1603806806182,10.51767,1.279514,5.284798,10.48926,1.460992,5.018458,10.75563,1.597167,5.010544
1603806806193,10.5175,1.279323,5.285301,10.49035,1.462305,5.01914,10.75722,1.59901,5.012542
1603806806204,10.51755,1.279323,5.285567,10.49153,1.463459,5.019668,10.75827,1.600803,5.014815
1603806806215,10.51739,1.279329,5.28598,10.49247,1.464701,5.020268,10.75955,1.602635,5.016809
1603806806226,10.51756,1.279415,5.286018,10.49335,1.46591,5.021082,10.76081,1.604312,5.018711
1603806806237,10.51758,1.27945,5.286219,10.49448,1.467073,5.021649,10.7618,1.606026,5.020805
1603806806249,10.5177,1.279525,5.286412,10.49549,1.468087,5.022333,10.76289,1.607662,5.022696
1603806806260,10.5177,1.279583,5.286627,10.49662,1.469215,5.022869,10.76373,1.609445,5.024683
1603806806270,10.51782,1.279712,5.286685,10.49767,1.470302,5.023411,10.76483,1.611508,5.026296
1603806806282,10.5178,1.279773,5.286911,10.49874,1.471474,5.023886,10.76559,1.613346,5.028254
1603806806293,10.51781,1.279816,5.287064,10.49967,1.472516,5.024348,10.76658,1.615144,5.030058
1603806806304,10.51779,1.279864,5.287309,10.50062,1.473609,5.024781,10.7673,1.616951,5.03204
1603806806315,10.51753,1.279785,5.287707,10.50144,1.4747,5.025391,10.7682,1.618865,5.033725
1603806806326,10.51728,1.279731,5.288165,10.50222,1.475809,5.025862,10.76835,1.620427,5.03592
1603806806338,10.51724,1.279796,5.288384,10.50308,1.476974,5.026402,10.76887,1.62235,5.037702
1603806806348,10.51704,1.279722,5.288659,10.50379,1.478032,5.027136,10.76938,1.624122,5.039338
1603806806360,10.51693,1.279796,5.288895,10.50462,1.479145,5.027674,10.76977,1.626003,5.040877
1603806806370,10.51659,1.279762,5.28933,10.50508,1.480097,5.028485,10.77027,1.627835,5.042435
1603806806382,10.51649,1.279828,5.289575,10.50585,1.481174,5.02904,10.77065,1.629712,5.04401
1603806806393,10.51654,1.279888,5.289439,10.50659,1.482197,5.029441,10.77085,1.631844,5.045583
1603806806404,10.51645,1.279942,5.289646,10.50727,1.483238,5.029948,10.77118,1.633764,5.04718
1603806806415,10.51614,1.279902,5.289967,10.50804,1.484434,5.030324,10.7714,1.635708,5.048493
1603806806427,10.51592,1.279892,5.290289,10.50908,1.485721,5.030579,10.7716,1.637653,5.049872
1603806806437,10.51578,1.279938,5.290498,10.50975,1.486858,5.031007,10.77174,1.639651,5.051252
1603806806449,10.51564,1.279915,5.290665,10.51,1.487849,5.032027,10.77189,1.641603,5.052393
1603806806460,10.51552,1.279948,5.290853,10.51063,1.488984,5.032489,10.77196,1.643478,5.053547
1603806806470,10.51572,1.280178,5.290816,10.5113,1.490049,5.032985,10.77208,1.645471,5.054747
1603806806482,10.51558,1.280196,5.290979,10.51193,1.491148,5.033441,10.77223,1.64732,5.055932
1603806806493,10.51552,1.280232,5.291022,10.51204,1.492027,5.034337,10.77246,1.64926,5.057016
1603806806504,10.5154,1.280241,5.291193,10.5126,1.49308,5.034752,10.77258,1.651104,5.058287
1603806806515,10.51523,1.280179,5.291348,10.51278,1.494093,5.035267,10.77275,1.65305,5.059277
1603806806526,10.51534,1.280289,5.291214,10.51328,1.495152,5.035674,10.77289,1.654864,5.060156
1603806806538,10.51525,1.280252,5.291369,10.51379,1.496202,5.03607,10.77292,1.656696,5.061321
1603806806548,10.51509,1.280201,5.291525,10.51407,1.497366,5.03652,10.77304,1.658623,5.062088
1603806806559,10.51513,1.280144,5.291658,10.51459,1.498423,5.036912,10.77312,1.660405,5.06309
1603806806570,10.51513,1.280175,5.291832,10.51468,1.499332,5.037654,10.77336,1.662182,5.063893
1603806806582,10.51509,1.280115,5.291971,10.51524,1.500408,5.038029,10.7736,1.663832,5.064855
1603806806593,10.51493,1.279985,5.29214,10.51546,1.501471,5.038545,10.77394,1.665623,5.065629
1603806806604,10.5149,1.279943,5.292287,10.51589,1.502383,5.038993,10.77439,1.667135,5.066256
1603806806615,10.51509,1.279936,5.292245,10.51625,1.503459,5.039375,10.77465,1.668607,5.067082
1603806806626,10.51516,1.279934,5.292351,10.51659,1.504402,5.039868,10.77517,1.670256,5.067395
1603806806637,10.51533,1.27991,5.29249,10.5171,1.505304,5.040244,10.77549,1.671629,5.068162
1603806806648,10.51527,1.279858,5.292603,10.51747,1.506198,5.040779,10.77599,1.673093,5.068584
1603806806659,10.51542,1.279871,5.292724,10.51803,1.507008,5.041208,10.77637,1.674363,5.069318
1603806806670,10.51544,1.279846,5.292826,10.5186,1.507774,5.04168,10.77693,1.675856,5.069802
1603806806681,10.51557,1.279856,5.292956,10.51923,1.508495,5.042141,10.77738,1.677078,5.070542
1603806806693,10.51577,1.279811,5.293033,10.51997,1.509319,5.042552,10.778,1.678361,5.071208
1603806806704,10.51589,1.279695,5.293209,10.52064,1.509993,5.042947,10.77846,1.679579,5.071904
1603806806715,10.51602,1.279602,5.293426,10.5213,1.510737,5.043372,10.77913,1.680693,5.072592
1603806806726,10.51613,1.279398,5.293573,10.52207,1.51145,5.043762,10.77543,1.68024,5.076984
1603806806738,10.51626,1.279317,5.293691,10.5226,1.512162,5.044219,10.77593,1.681224,5.077784
1603806806748,10.51647,1.279211,5.293742,10.52322,1.512965,5.044646,10.77644,1.682058,5.078442
1603806806760,10.51656,1.279145,5.293864,10.52393,1.513635,5.045016,10.77696,1.682857,5.079223
1603806806771,10.51669,1.279105,5.293993,10.52461,1.514293,5.045399,10.77748,1.683625,5.079831
1603806806782,10.51686,1.279075,5.294118,10.52513,1.514854,5.045878,10.77798,1.684253,5.080511
1603806806792,10.51692,1.27898,5.294426,10.52579,1.515319,5.046283,10.77869,1.684979,5.080916
1603806806804,10.51708,1.278975,5.294554,10.52637,1.515846,5.04669,10.77928,1.685525,5.081643
1603806806815,10.51731,1.279085,5.294635,10.52728,1.516296,5.046379,10.78018,1.686099,5.081936
1603806806826,10.51762,1.279109,5.29463,10.5281,1.516691,5.046556,10.78061,1.686449,5.082502
1603806806837,10.51774,1.279134,5.294814,10.5286,1.517041,5.046872,10.78102,1.686728,5.083054
1603806806849,10.51797,1.279248,5.294926,10.52861,1.51713,5.047748,10.7815,1.687088,5.083645
1603806806859,10.51807,1.279263,5.295129,10.52899,1.517283,5.048105,10.78193,1.687353,5.084265
1603806806870,10.51829,1.279319,5.295208,10.52937,1.517435,5.048456,10.78223,1.687385,5.084677
1603806806882,10.51837,1.279345,5.295385,10.53002,1.517705,5.04856,10.78255,1.687485,5.085186
1603806806892,10.51848,1.279505,5.295438,10.53025,1.517815,5.048963,10.78289,1.687629,5.085689
1603806806904,10.51855,1.279557,5.295588,10.53018,1.517664,5.049686,10.78363,1.687864,5.085628
1603806806916,10.5184,1.279612,5.295761,10.53032,1.517771,5.049955,10.78382,1.687999,5.086043
1603806806926,10.51839,1.279733,5.295887,10.53009,1.517711,5.050546,10.78403,1.688055,5.086344
1603806806937,10.51842,1.279821,5.296002,10.53023,1.517791,5.050817,10.78423,1.688196,5.086504
